venue,menu_a,menu_b,support_days,conf_a_to_b,conf_b_to_a,lift,jaccard,cosine
담하,담하_(정식) 비빔냉면,담하_하동 매실 칵테일,128,0.43686006825938567,0.6956521739130435,1.263095414749963,0.3667621776504298,0.551273667229301
담하,담하_(정식) 물냉면 ,담하_하동 매실 칵테일,124,0.43661971830985913,0.6739130434782609,1.2624004898958971,0.36046511627906974,0.5424423685598482
담하,담하_명인안동소주,담하_하동 매실 칵테일,34,0.4358974358974359,0.18478260869565216,1.2603121516164995,0.14912280701754385,0.2838067394000256
담하,담하_처음처럼,담하_카스,140,0.7035175879396985,0.4713804713804714,1.2601729184643755,0.39325842696629215,0.5758684330882075
담하,담하_느린마을 막걸리,담하_명인안동소주,53,0.18466898954703834,0.6794871794871795,1.2595372107567229,0.16987179487179488,0.35423186029218845
담하,담하_느린마을 막걸리,담하_처음처럼,135,0.47038327526132406,0.678391959798995,1.2575070474322834,0.38461538461538464,0.5648931155193871
담하,담하_(후식) 비빔냉면,담하_제로콜라,84,0.4,0.49411764705882355,1.251764705882353,0.28378378378378377,0.44457514418096905
담하,담하_더덕 한우 지짐,담하_하동 매실 칵테일,76,0.4318181818181818,0.41304347826086957,1.2485177865612649,0.2676056338028169,0.4223265132506677
담하,담하_갱시기,담하_스프라이트,67,0.5403225806451613,0.29004329004329005,1.2443792766373412,0.2326388888888889,0.3958749031891306
담하,담하_제로콜라,담하_처음처럼,79,0.4647058823529412,0.3969849246231156,1.2423292935264558,0.27241379310344827,0.4295127817397298
담하,담하_(후식) 물냉면,담하_제로콜라,92,0.39655172413793105,0.5411764705882353,1.240973630831643,0.2967741935483871,0.4632542093436875
담하,담하_(단체) 공깃밥,담하_갑오징어 비빔밥,41,0.44086021505376344,0.21693121693121692,1.2409398645957785,0.17012448132780084,0.3092512618376373
담하,담하_스프라이트,담하_카스,160,0.6926406926406926,0.5387205387205387,1.24068972553821,0.43478260869565216,0.6108516735502661
담하,담하_스프라이트,담하_처음처럼,107,0.46320346320346323,0.5376884422110553,1.238312776001218,0.33126934984520123,0.49905826168558315
담하,담하_스프라이트,담하_테라,136,0.5887445887445888,0.5375494071146245,1.2379925739609534,0.39080459770114945,0.5625649336935222
담하,담하_느린마을 막걸리,담하_라면사리,86,0.29965156794425085,0.6666666666666666,1.235772357723577,0.2606060606060606,0.44695381412718016
담하,담하_룸 이용료,담하_테라,89,0.5855263157894737,0.35177865612648224,1.2312252964426877,0.28164556962025317,0.4538454147560723
담하,담하_꼬막 비빔밥,담하_들깨 양지탕,172,0.9347826086956522,0.4246913580246914,1.2279119699409555,0.41247002398081534,0.6300746745781964
담하,담하_더덕 한우 지짐,담하_제로콜라,69,0.39204545454545453,0.40588235294117647,1.2268716577540109,0.2490974729241877,0.39890391267923425
담하,담하_제로콜라,담하_카스,116,0.6823529411764706,0.39057239057239057,1.2222618340265397,0.33048433048433046,0.5162443408400677
담하,담하_(후식) 물냉면,담하_카스,158,0.6810344827586207,0.531986531986532,1.2199001509346337,0.42587601078167114,0.6019145891619511
담하,담하_(단체) 황태해장국 3/27까지,담하_룸 이용료,86,0.3481781376518219,0.5657894736842105,1.2186234817813764,0.2747603833865815,0.4438417795232586
담하,담하_꼬막 비빔밥,담하_룸 이용료,64,0.34782608695652173,0.42105263157894735,1.2173913043478262,0.23529411764705882,0.3826918985879519
담하,담하_봉평메밀 물냉면,담하_하동 매실 칵테일,133,0.41823899371069184,0.7228260869565217,1.2092562209461306,0.3604336043360434,0.5498309333209007
담하,담하_참이슬,담하_카스,253,0.6728723404255319,0.8518518518518519,1.2052797478329391,0.6023809523809524,0.7570915065243957
담하,담하_명인안동소주,담하_처음처럼,35,0.44871794871794873,0.17587939698492464,1.1995876819997422,0.1446280991735537,0.28092746792869
담하,담하_문막 복분자 칵테일,담하_처음처럼,35,0.44871794871794873,0.17587939698492464,1.1995876819997422,0.1446280991735537,0.28092746792869
담하,담하_느린마을 막걸리,담하_카스,192,0.6689895470383276,0.6464646464646465,1.1983247105198325,0.4897959183673469,0.6576306645942511
담하,담하_콜라,담하_테라,155,0.5698529411764706,0.6126482213438735,1.1982678446872823,0.4189189189189189,0.5908632590027406
담하,담하_명인안동소주,담하_참이슬,66,0.8461538461538461,0.17553191489361702,1.1972176759410804,0.17010309278350516,0.3853920145903177
담하,담하_(단체) 한우 우거지 국밥,담하_(후식) 비빔냉면,51,0.4722222222222222,0.24285714285714285,1.1962962962962962,0.19101123595505617,0.3386481059780782
담하,담하_(후식) 비빔냉면,담하_카스,140,0.6666666666666666,0.4713804713804714,1.1941638608305274,0.3814713896457766,0.5605833101216812
담하,담하_(후식) 물냉면,담하_룸 이용료,79,0.34051724137931033,0.5197368421052632,1.1918103448275863,0.25901639344262295,0.4206891438067762
담하,담하_(후식) 비빔냉면,담하_테라,119,0.5666666666666667,0.47035573122529645,1.1915678524374176,0.34593023255813954,0.5162701951120182
담하,담하_처음처럼,담하_콜라,121,0.6080402010050251,0.44485294117647056,1.1892550990245343,0.3457142857142857,0.520085062052947
담하,담하_스프라이트,담하_하동 매실 칵테일,95,0.41125541125541126,0.5163043478260869,1.1890645586297761,0.296875,0.4607960035614179
담하,담하_(정식) 된장찌개,담하_하동 매실 칵테일,135,0.41033434650455924,0.7336956521739131,1.1864014801110085,0.35714285714285715,0.5486898267400436
담하,담하_참이슬,담하_테라,212,0.5638297872340425,0.8379446640316206,1.185602556555378,0.5083932853717026,0.6873559206370815
담하,담하_메밀면 사리,담하_명인안동소주,67,0.17357512953367876,0.8589743589743589,1.1838713963066296,0.16876574307304787,0.3861302702781576
담하,담하_메밀면 사리,담하_하동 매실 칵테일,158,0.40932642487046633,0.8586956521739131,1.1834872719080876,0.38349514563106796,0.5928632400108488
담하,담하_카스,담하_테라,167,0.5622895622895623,0.6600790513833992,1.1823638226800282,0.4360313315926893,0.6092253777370745
담하,담하_메밀면 사리,담하_스프라이트,198,0.5129533678756477,0.8571428571428571,1.1813471502590673,0.47255369928400953,0.6630794185631037
담하,담하_카스,담하_콜라,179,0.6026936026936027,0.6580882352941176,1.1787977817389583,0.45897435897435895,0.6297821602901174
담하,담하_룸 이용료,담하_카스,100,0.6578947368421053,0.3367003367003367,1.1784511784511782,0.28653295128939826,0.47065207893742084
담하,담하_담하 한우 불고기 정식,담하_하동 매실 칵테일,141,0.407514450867052,0.7663043478260869,1.1782483035938678,0.36246786632390743,0.5588202711976207
담하,담하_(후식) 된장찌개,담하_명인안동소주,72,0.17266187050359713,0.9230769230769231,1.1776425013835086,0.1702127659574468,0.39922448341398925
담하,담하_테라,담하_하동 매실 칵테일,103,0.40711462450592883,0.5597826086956522,1.177092283897577,0.3083832335329341,0.4773842127093016
담하,담하_메밀면 사리,담하_테라,216,0.5595854922279793,0.8537549407114624,1.1766777939339328,0.5106382978723404,0.6911938069312347
담하,담하_(후식) 물냉면,담하_느린마을 막걸리,147,0.6336206896551724,0.5121951219512195,1.1745164003364175,0.3951612903225806,0.5696818642090924
담하,담하_(후식) 비빔냉면,담하_느린마을 막걸리,133,0.6333333333333333,0.4634146341463415,1.1739837398373982,0.36538461538461536,0.541752651086591
담하,담하_라면사리,담하_테라,72,0.5581395348837209,0.2845849802371542,1.1736372828384962,0.23225806451612904,0.39854501440170864
담하,담하_룸 이용료,담하_제로콜라,57,0.375,0.3352941176470588,1.173529411764706,0.21509433962264152,0.35459172877782563
담하,담하_문막 복분자 칵테일,담하_한우 미역국 정식,74,0.9487179487179487,0.1716937354988399,1.1710393241715746,0.17011494252873563,0.403595005606092
담하,담하_느린마을 막걸리,담하_룸 이용료,96,0.3344947735191638,0.631578947368421,1.170731707317073,0.27988338192419826,0.4596301306044588
담하,담하_(후식) 된장찌개,담하_제로콜라,156,0.37410071942446044,0.9176470588235294,1.1707151925518409,0.3619489559164733,0.5859116186624246
담하,담하_메밀면 사리,담하_처음처럼,169,0.4378238341968912,0.8492462311557789,1.1704637175514878,0.40625,0.6097706463104652
담하,담하_더덕 한우 지짐,담하_처음처럼,77,0.4375,0.3869346733668342,1.1695979899497488,0.25838926174496646,0.41144127114083967
담하,담하_느린마을 막걸리,담하_더덕 한우 지짐,111,0.3867595818815331,0.6306818181818182,1.169068736141907,0.3153409090909091,0.493884841132308
담하,담하_명태회 비빔냉면,담하_하동 매실 칵테일,134,0.4036144578313253,0.7282608695652174,1.1669722367731798,0.3507853403141361,0.5421592164939509
담하,담하_(후식) 비빔냉면,담하_룸 이용료,70,0.3333333333333333,0.4605263157894737,1.1666666666666667,0.23972602739726026,0.3918019549846894
담하,담하_(후식) 된장찌개,담하_(후식) 비빔냉면,192,0.460431654676259,0.9142857142857143,1.1664268585131892,0.4413793103448276,0.6488189919195004
담하,담하_메밀면 사리,담하_문막 복분자 칵테일,66,0.17098445595854922,0.8461538461538461,1.1662016739736947,0.1658291457286432,0.380367131915797
담하,담하_갱시기,담하_한우 미역국 정식,117,0.9435483870967742,0.271461716937355,1.164658333957039,0.2671232876712329,0.5061000545097406
담하,담하_느린마을 막걸리,담하_문막 복분자 칵테일,49,0.17073170731707318,0.6282051282051282,1.1644777986241401,0.1550632911392405,0.3274973802701365
담하,담하_스프라이트,담하_참이슬,190,0.8225108225108225,0.5053191489361702,1.1637653127014829,0.4556354916067146,0.6446940893338159
담하,담하_문막 복분자 칵테일,담하_제로콜라,29,0.3717948717948718,0.17058823529411765,1.163499245852187,0.1324200913242009,0.2518408844308046
담하,담하_(후식) 비빔냉면,담하_스프라이트,106,0.5047619047619047,0.4588744588744589,1.1624819624819624,0.3164179104477612,0.4812715926668228
담하,담하_꼬막 비빔밥,담하_처음처럼,80,0.43478260869565216,0.4020100502512563,1.1623334061612411,0.264026402640264,0.41807532619147886
담하,담하_(후식) 물냉면,담하_스프라이트,117,0.5043103448275862,0.5064935064935064,1.1614420062695925,0.33815028901734107,0.5054007468461771
담하,담하_문막 복분자 칵테일,담하_참이슬,64,0.8205128205128205,0.1702127659574468,1.1609383524277141,0.1641025641025641,0.37371346869364136
담하,담하_(후식) 물냉면,담하_메밀면 사리,195,0.8405172413793104,0.5051813471502591,1.1584330891549046,0.46099290780141844,0.6516238426446807
담하,담하_더덕 한우 지짐,담하_한우 미역국 정식,165,0.9375,0.382830626450116,1.1571925754060326,0.3733031674208145,0.599085730339977
담하,담하_제로콜라,담하_참이슬,139,0.8176470588235294,0.3696808510638298,1.156883604505632,0.3415233415233415,0.5497894693205024
담하,담하_느린마을 막걸리,담하_스프라이트,144,0.5017421602787456,0.6233766233766234,1.1555273994298383,0.3850267379679144,0.5592623120506665
담하,담하_명인안동소주,담하_한우 미역국 정식,73,0.9358974358974359,0.16937354988399073,1.1552144684395265,0.16743119266055045,0.3981410190438476
담하,담하_(후식) 된장찌개,담하_처음처럼,180,0.4316546762589928,0.9045226130653267,1.1539712953255483,0.41284403669724773,0.6248531153092315
담하,담하_느린마을 막걸리,담하_메밀면 사리,240,0.8362369337979094,0.6217616580310881,1.1525338051307974,0.5542725173210161,0.7210686946921364
담하,담하_메밀면 사리,담하_제로콜라,142,0.36787564766839376,0.8352941176470589,1.1512343797622675,0.34299516908212563,0.5543323592602287
담하,담하_(후식) 물냉면,담하_테라,127,0.5474137931034483,0.5019762845849802,1.1510835491345237,0.3547486033519553,0.5242029587789829
담하,담하_느린마을 막걸리,담하_테라,157,0.5470383275261324,0.6205533596837944,1.1502940325845947,0.40992167101827676,0.5826375134010386
라그로타,라그로타_까르보나라,라그로타_한우 (200g),110,0.7432432432432432,0.9565217391304348,3.4383078730904817,0.7189542483660131,0.8431656537264619
라그로타,라그로타_한우 (200g),라그로타_해산물 토마토 스튜 파스타,101,0.8782608695652174,0.7214285714285714,3.3373913043478263,0.6558441558441559,0.7959915103014916
라그로타,라그로타_버섯 크림 리조또,라그로타_해산물 토마토 스튜 파스타,134,0.8758169934640523,0.9571428571428572,3.3281045751633993,0.8427672955974843,0.9155774022213797
라그로타,라그로타_AUS (200g),라그로타_한우 (200g),99,0.717391304347826,0.8608695652173913,3.3187145557655953,0.6428571428571429,0.7858627998987167
라그로타,라그로타_까르보나라,라그로타_해산물 토마토 스튜 파스타,129,0.8716216216216216,0.9214285714285714,3.3121621621621626,0.8113207547169812,0.8961791481824746
라그로타,라그로타_AUS (200g),라그로타_까르보나라,127,0.9202898550724637,0.8581081081081081,3.3080689385037214,0.7987421383647799,0.8886552686206936
라그로타,라그로타_AUS (200g),라그로타_해산물 토마토 스튜 파스타,120,0.8695652173913043,0.8571428571428571,3.304347826086956,0.759493670886076,0.8633316946034312
라그로타,라그로타_버섯 크림 리조또,라그로타_한우 (200g),109,0.7124183006535948,0.9478260869565217,3.2957090082409777,0.6855345911949685,0.8217351460079528
라그로타,라그로타_AUS (200g),라그로타_버섯 크림 리조또,130,0.9420289855072463,0.8496732026143791,3.2755517666003593,0.8074534161490683,0.8946601505999451
라그로타,라그로타_까르보나라,라그로타_버섯 크림 리조또,138,0.9324324324324325,0.9019607843137255,3.242183359830419,0.8466257668711656,0.9170700562532349
라그로타,라그로타_양갈비 (4ps),라그로타_한우 (200g),94,0.6811594202898551,0.8173913043478261,3.1511027095148076,0.5911949685534591,0.7461727594997916
라그로타,라그로타_까르보나라,라그로타_양갈비 (4ps),115,0.777027027027027,0.8333333333333334,2.9954954954954958,0.672514619883041,0.8046878416644075
라그로타,라그로타_AUS (200g),라그로타_양갈비 (4ps),107,0.7753623188405797,0.7753623188405797,2.989077924805713,0.6331360946745562,0.7753623188405797
라그로타,라그로타_양갈비 (4ps),라그로타_해산물 토마토 스튜 파스타,108,0.782608695652174,0.7714285714285715,2.9739130434782606,0.6352941176470588,0.7769985251430881
라그로타,라그로타_버섯 크림 리조또,라그로타_양갈비 (4ps),115,0.7516339869281046,0.8333333333333334,2.8976034858387796,0.6534090909090909,0.7914301332230284
라그로타,라그로타_모둠 해산물 플래터,라그로타_양갈비 (4ps),57,0.6785714285714286,0.41304347826086957,2.615942028985507,0.34545454545454546,0.5294143019465852
라그로타,라그로타_AUS (200g),라그로타_모둠 해산물 플래터,55,0.39855072463768115,0.6547619047619048,2.5241545893719803,0.32934131736526945,0.5108383615274068
라그로타,라그로타_모둠 해산물 플래터,라그로타_해산물 토마토 스튜 파스타,55,0.6547619047619048,0.39285714285714285,2.488095238095238,0.3254437869822485,0.5071763905747808
라그로타,라그로타_모둠 해산물 플래터,라그로타_시저 샐러드 ,74,0.8809523809523809,0.3915343915343915,2.4797178130511464,0.37185929648241206,0.5873015873015873
라그로타,라그로타_모둠 해산물 플래터,라그로타_한우 (200g),45,0.5357142857142857,0.391304347826087,2.4782608695652177,0.2922077922077922,0.4578507717505198
라그로타,라그로타_모둠 해산물 플래터,라그로타_알리오 에 올리오 ,82,0.9761904761904762,0.3813953488372093,2.415503875968992,0.3778801843317972,0.6101758002397573
라그로타,라그로타_AUS (200g),라그로타_시저 샐러드 ,116,0.8405797101449275,0.6137566137566137,2.3660762211486848,0.5497630331753555,0.7182696962082324
라그로타,라그로타_까르보나라,라그로타_모둠 해산물 플래터,55,0.3716216216216216,0.6547619047619048,2.3536036036036037,0.3107344632768362,0.4932785022922455
라그로타,라그로타_알리오 에 올리오 ,라그로타_해산물 토마토 스튜 파스타,132,0.6139534883720931,0.9428571428571428,2.3330232558139534,0.5919282511210763,0.7608353513695901
라그로타,라그로타_시저 샐러드 ,라그로타_알리오 에 올리오 ,178,0.9417989417989417,0.827906976744186,2.330404823428079,0.7876106194690266,0.8830186377453397
라그로타,라그로타_모둠 해산물 플래터,라그로타_버섯 크림 리조또,56,0.6666666666666666,0.3660130718954248,2.318082788671024,0.30939226519337015,0.49397238242329894
라그로타,라그로타_시저 샐러드 ,라그로타_해산물 토마토 스튜 파스타,115,0.6084656084656085,0.8214285714285714,2.312169312169312,0.5373831775700935,0.7069731504981792
라그로타,라그로타_그릴드 비프 샐러드,라그로타_모둠 해산물 플래터,73,0.365,0.8690476190476191,2.311666666666667,0.3459715639810427,0.5632072273616355
라그로타,라그로타_시저 샐러드 ,라그로타_양갈비 (4ps),113,0.5978835978835979,0.8188405797101449,2.3048845947396672,0.5280373831775701,0.699693755789054
라그로타,라그로타_시저 샐러드 ,라그로타_한우 (200g),94,0.4973544973544973,0.8173913043478261,2.300805152979066,0.44761904761904764,0.6375995932525758
라그로타,라그로타_그릴드 비프 샐러드,라그로타_시저 샐러드 ,162,0.81,0.8571428571428571,2.2800000000000002,0.7136563876651982,0.8332380897952962
라그로타,라그로타_까르보나라,라그로타_시저 샐러드 ,119,0.8040540540540541,0.6296296296296297,2.2632632632632634,0.5458715596330275,0.7115168699730571
라그로타,라그로타_알리오 에 올리오 ,라그로타_한우 (200g),105,0.4883720930232558,0.9130434782608695,2.259251769464105,0.4666666666666667,0.667761150786338
라그로타,라그로타_AUS (200g),라그로타_알리오 에 올리오 ,126,0.9130434782608695,0.586046511627907,2.2592517694641048,0.5550660792951542,0.7314956906225719
라그로타,라그로타_그릴드 비프 샐러드,라그로타_알리오 에 올리오 ,181,0.905,0.8418604651162791,2.2393488372093024,0.7735042735042735,0.8728595081284459
라그로타,라그로타_버섯 크림 리조또,라그로타_알리오 에 올리오 ,138,0.9019607843137255,0.641860465116279,2.231828545371637,0.6,0.7608764476156769
라그로타,라그로타_버섯 크림 리조또,라그로타_시저 샐러드 ,121,0.7908496732026143,0.6402116402116402,2.226095376422174,0.5475113122171946,0.7115554556335616
라그로타,라그로타_까르보나라,라그로타_알리오 에 올리오 ,133,0.8986486486486487,0.6186046511627907,2.2236329352608424,0.5782608695652174,0.7455925387335972
라그로타,라그로타_알리오 에 올리오 ,라그로타_양갈비 (4ps),122,0.5674418604651162,0.8840579710144928,2.187529491068419,0.5281385281385281,0.7082736052059823
라그로타,라그로타_AUS (200g),라그로타_그릴드 비프 샐러드,111,0.8043478260869565,0.555,2.1395652173913042,0.4889867841409692,0.6681414846260191
라그로타,라그로타_그릴드 비프 샐러드,라그로타_양갈비 (4ps),110,0.55,0.7971014492753623,2.1202898550724636,0.4824561403508772,0.6621221919717306
라그로타,라그로타_Open Food,라그로타_한우 (200g),66,0.4520547945205479,0.5739130434782609,2.0912447885646217,0.3384615384615385,0.5093526704968058
라그로타,라그로타_그릴드 비프 샐러드,라그로타_해산물 토마토 스튜 파스타,110,0.55,0.7857142857142857,2.0900000000000003,0.4782608695652174,0.6573757351339165
라그로타,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,115,0.575,0.777027027027027,2.066891891891892,0.49356223175965663,0.6684239227769608
라그로타,라그로타_그릴드 비프 샐러드,라그로타_한우 (200g),89,0.445,0.7739130434782608,2.058608695652174,0.3938053097345133,0.5868486213222504
라그로타,라그로타_그릴드 비프 샐러드,라그로타_버섯 크림 리조또,118,0.59,0.7712418300653595,2.0515032679738563,0.502127659574468,0.6745611015605347
라그로타,라그로타_G-Charge(3),라그로타_모둠 해산물 플래터,53,0.31547619047619047,0.6309523809523809,1.998015873015873,0.2663316582914573,0.44615070717722644
라그로타,라그로타_Open Food,라그로타_까르보나라,78,0.5342465753424658,0.527027027027027,1.9203998519067011,0.3611111111111111,0.5306245228993005
라그로타,라그로타_Open Food,라그로타_버섯 크림 리조또,79,0.541095890410959,0.5163398692810458,1.8814576058733996,0.35909090909090907,0.5285729668866027
라그로타,라그로타_Open Food,라그로타_해산물 토마토 스튜 파스타,72,0.4931506849315068,0.5142857142857142,1.8739726027397259,0.3364485981308411,0.5036073393532795
라그로타,라그로타_AUS (200g),라그로타_Open Food,69,0.5,0.4726027397260274,1.821917808219178,0.3209302325581395,0.4861083931213425
라그로타,라그로타_Open Food,라그로타_양갈비 (4ps),68,0.4657534246575342,0.4927536231884058,1.7955132023029579,0.3148148148148148,0.4790633439456709
라그로타,라그로타_G-Charge(3),라그로타_한우 (200g),54,0.32142857142857145,0.46956521739130436,1.4869565217391305,0.23580786026200873,0.38849926257154405
라그로타,라그로타_스프라이트,라그로타_제로콜라,97,0.521505376344086,0.5105263157894737,1.4602150537634409,0.34767025089605735,0.5159866456114434
라그로타,라그로타_Open Food,라그로타_알리오 에 올리오 ,86,0.589041095890411,0.4,1.4575342465753423,0.31272727272727274,0.48540337695175173
라그로타,라그로타_Open Food,라그로타_시저 샐러드 ,75,0.5136986301369864,0.3968253968253968,1.4459665144596652,0.28846153846153844,0.45149602739423117
라그로타,라그로타_제로콜라,라그로타_카스,103,0.5421052631578948,0.515,1.442,0.3588850174216028,0.5283788513238543
라그로타,라그로타_G-Charge(3),라그로타_시저 샐러드 ,86,0.5119047619047619,0.455026455026455,1.4409171075837741,0.3173431734317343,0.4826284379527229
라그로타,라그로타_G-Charge(3),라그로타_그릴드 비프 샐러드,91,0.5416666666666666,0.455,1.4408333333333336,0.3285198555956679,0.49644570028688273
라그로타,라그로타_스프라이트,라그로타_콜라,148,0.7956989247311828,0.5034013605442177,1.4398361495135688,0.4457831325301205,0.6328948738086353
라그로타,라그로타_Open Food,라그로타_모둠 해산물 플래터,33,0.22602739726027396,0.39285714285714285,1.4315068493150684,0.16751269035532995,0.29798737808019254
라그로타,라그로타_스프라이트,라그로타_카스,100,0.5376344086021505,0.5,1.4301075268817203,0.34965034965034963,0.5184758473652127
라그로타,라그로타_G-Charge(3),라그로타_알리오 에 올리오 ,97,0.5773809523809523,0.4511627906976744,1.4286821705426358,0.33916083916083917,0.5103849544920692
라그로타,라그로타_AUS (200g),라그로타_G-Charge(3),62,0.4492753623188406,0.36904761904761907,1.4227053140096617,0.2540983606557377,0.4071903765568687
라그로타,라그로타_콜라,라그로타_한우 (200g),90,0.30612244897959184,0.782608695652174,1.4161490683229812,0.28213166144200624,0.48946306347442353
라그로타,라그로타_카스,라그로타_한우 (200g),61,0.305,0.5304347826086957,1.4109565217391304,0.24015748031496062,0.40222208877143006
라그로타,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,93,0.6739130434782609,0.36470588235294116,1.4059676044330776,0.31,0.49576209128058096
라그로타,라그로타_미션 서드 카베르네 쉬라,라그로타_아메리카노,95,0.5588235294117647,0.4481132075471698,1.4023307436182022,0.3310104529616725,0.5004160311356303
라그로타,라그로타_스프라이트,라그로타_한우 (200g),56,0.3010752688172043,0.48695652173913045,1.392800374006545,0.22857142857142856,0.3828975916415504
라그로타,라그로타_G-Charge(3),라그로타_까르보나라,64,0.38095238095238093,0.43243243243243246,1.3693693693693694,0.25396825396825395,0.4058770315454728
라그로타,라그로타_자몽리치에이드,라그로타_카스,131,0.5137254901960784,0.655,1.3665098039215686,0.404320987654321,0.5800777500287624
라그로타,라그로타_미션 서드 카베르네 쉬라,라그로타_스프라이트,81,0.4764705882352941,0.43548387096774194,1.36280834914611,0.29454545454545455,0.45551647189424765
라그로타,라그로타_미션 서드 카베르네 쉬라,라그로타_양갈비 (4ps),60,0.35294117647058826,0.43478260869565216,1.3606138107416876,0.24193548387096775,0.39173037337178096
라그로타,라그로타_AUS (200g),라그로타_하이네켄(생),100,0.7246376811594203,0.352112676056338,1.3574198816084913,0.3105590062111801,0.5051278185611073
라그로타,라그로타_까르보나라,라그로타_하이네켄(생),107,0.722972972972973,0.3767605633802817,1.3543014845831747,0.3292307692307692,0.5219077548820428
라그로타,라그로타_G-Charge(3),라그로타_양갈비 (4ps),59,0.35119047619047616,0.427536231884058,1.3538647342995167,0.2388663967611336,0.3874876164008912
라그로타,라그로타_하이네켄(생),라그로타_한우 (200g),83,0.29225352112676056,0.7217391304347827,1.3519902020820576,0.2626582278481013,0.45927203507783004
라그로타,라그로타_Open Food,라그로타_카스,74,0.5068493150684932,0.37,1.3482191780821917,0.27205882352941174,0.4330522446256831
라그로타,라그로타_AUS (200g),라그로타_자몽리치에이드,89,0.644927536231884,0.34901960784313724,1.3454958795112246,0.29276315789473684,0.47443899058034095
라그로타,라그로타_제로콜라,라그로타_콜라,141,0.7421052631578947,0.47959183673469385,1.3428571428571427,0.4110787172011662,0.5965799411716572
라그로타,라그로타_스프라이트,라그로타_자몽리치에이드,119,0.6397849462365591,0.4666666666666667,1.3347670250896058,0.3695652173913043,0.5464122145813796
라그로타,라그로타_양갈비 (4ps),라그로타_하이네켄(생),98,0.7101449275362319,0.34507042253521125,1.3302714839763214,0.30246913580246915,0.49502526218988513
라그로타,라그로타_Open Food,라그로타_그릴드 비프 샐러드,73,0.5,0.365,1.33,0.2673992673992674,0.4272001872658766
라그로타,라그로타_카스,라그로타_해산물 토마토 스튜 파스타,70,0.35,0.5,1.33,0.25925925925925924,0.4183300132670377
라그로타,라그로타_모둠 해산물 플래터,라그로타_카스,42,0.5,0.21,1.33,0.17355371900826447,0.32403703492039304
라그로타,라그로타_Open Food,라그로타_미션 서드 카베르네 쉬라,62,0.4246575342465753,0.36470588235294116,1.3289282836422238,0.2440944881889764,0.3935417394955986
라그로타,라그로타_버섯 크림 리조또,라그로타_카스,76,0.49673202614379086,0.38,1.3213071895424835,0.2743682310469314,0.4344630823610224
라그로타,라그로타_카스,라그로타_콜라,146,0.73,0.4965986394557823,1.3209523809523809,0.41954022988505746,0.6020938521548955
라그로타,라그로타_까르보나라,라그로타_콜라,108,0.7297297297297297,0.3673469387755102,1.3204633204633203,0.32335329341317365,0.5177489568793902
라그로타,라그로타_AUS (200g),라그로타_제로콜라,65,0.47101449275362317,0.34210526315789475,1.3188405797101448,0.24714828897338403,0.4014181572807346
라그로타,라그로타_콜라,라그로타_해산물 토마토 스튜 파스타,102,0.3469387755102041,0.7285714285714285,1.3183673469387756,0.3072289156626506,0.5027620503780009
라그로타,라그로타_제로콜라,라그로타_한우 (200g),54,0.28421052631578947,0.46956521739130436,1.314782608695652,0.2151394422310757,0.3653154494055387
라그로타,라그로타_Open Food,라그로타_스프라이트,67,0.4589041095890411,0.3602150537634409,1.312564442480483,0.2528301886792453,0.4065761533930395
라그로타,라그로타_자몽리치에이드,라그로타_해산물 토마토 스튜 파스타,88,0.34509803921568627,0.6285714285714286,1.3113725490196078,0.28664495114006516,0.4657453891419676
라그로타,라그로타_하이네켄(생),라그로타_해산물 토마토 스튜 파스타,98,0.34507042253521125,0.7,1.3112676056338026,0.3006134969325153,0.49147664824958665
라그로타,라그로타_AUS (200g),라그로타_콜라,100,0.7246376811594203,0.3401360544217687,1.3112491373360937,0.30120481927710846,0.4964628906120827
라그로타,라그로타_양갈비 (4ps),라그로타_카스,68,0.4927536231884058,0.34,1.3107246376811594,0.2518518518518518,0.4093119004916153
라그로타,라그로타_버섯 크림 리조또,라그로타_하이네켄(생),107,0.6993464052287581,0.3767605633802817,1.3100432661327441,0.3242424242424242,0.5133090157322017
라그로타,라그로타_G-Charge(3),라그로타_빵 추가 (1인),118,0.7023809523809523,0.4125874125874126,1.3065268065268065,0.35119047619047616,0.5383247530938363
라그로타,라그로타_자몽리치에이드,라그로타_한우 (200g),72,0.2823529411764706,0.6260869565217392,1.3061892583120203,0.24161073825503357,0.42044915698112434
라그로타,라그로타_Gls.Sileni,라그로타_알리오 에 올리오 ,161,0.5278688524590164,0.7488372093023256,1.3061685093404498,0.44846796657381616,0.6287192046955706
라그로타,라그로타_G-Charge(3),라그로타_버섯 크림 리조또,63,0.375,0.4117647058823529,1.303921568627451,0.2441860465116279,0.39295262399668784
라그로타,라그로타_시저 샐러드 ,라그로타_자몽리치에이드,118,0.6243386243386243,0.4627450980392157,1.3025417574437181,0.3619631901840491,0.5375031515528498
라그로타,라그로타_빵 추가 (1인),라그로타_제로콜라,133,0.46503496503496505,0.7,1.3020979020979018,0.3877551020408163,0.5705475225820156
라그로타,라그로타_제로콜라,라그로타_하이네켄(생),132,0.6947368421052632,0.4647887323943662,1.3014084507042252,0.38596491228070173,0.5682480586766401
라그로타,라그로타_모둠 해산물 플래터,라그로타_제로콜라,39,0.4642857142857143,0.20526315789473684,1.3,0.16595744680851063,0.30870819859488546
