venue,antecedent,consequent,support_days,confidence,lift
담하,담하_갱시기,담하_하동 매실 칵테일,63,0.5080645161290323,1.4689691444600281
담하,담하_스프라이트,담하_(후식) 물냉면,117,0.5064935064935064,1.1614420062695925
담하,담하_참이슬,담하_스프라이트,190,0.5053191489361702,1.1637653127014829
담하,담하_메밀면 사리,담하_(후식) 물냉면,195,0.5051813471502591,1.1584330891549046
담하,담하_(후식) 비빔냉면,담하_스프라이트,106,0.5047619047619047,1.1624819624819624
담하,담하_(정식) 된장찌개,담하_꼬막 비빔밥,166,0.5045592705167173,1.4588344125809436
담하,담하_(후식) 물냉면,담하_꼬막 비빔밥,117,0.5043103448275862,1.4581146926536734
담하,담하_(후식) 물냉면,담하_스프라이트,117,0.5043103448275862,1.1614420062695925
담하,담하_담하 한우 불고기 정식,담하_꼬막 비빔밥,174,0.5028901734104047,1.4540085448605178
담하,담하_테라,담하_(후식) 물냉면,127,0.5019762845849802,1.1510835491345237
담하,담하_느린마을 막걸리,담하_스프라이트,144,0.5017421602787456,1.1555273994298383
담하,담하_명인안동소주,담하_꼬막 비빔밥,39,0.5,1.4456521739130435
담하,담하_테라,담하_처음처럼,126,0.4980237154150198,1.3314000834210578
담하,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,172,0.49710982658959535,1.502627430373095
담하,담하_(후식) 비빔냉면,담하_처음처럼,104,0.49523809523809526,1.3239530988274706
담하,담하_제로콜라,담하_(후식) 비빔냉면,84,0.49411764705882355,1.251764705882353
담하,담하_명태회 비빔냉면,담하_꼬막 비빔밥,163,0.49096385542168675,1.4195259298061815
담하,담하_하동 매실 칵테일,담하_갑오징어 비빔밥,90,0.4891304347826087,1.3768115942028987
담하,담하_(단체) 은이버섯 갈비탕,담하_꼬막 비빔밥,41,0.4880952380952381,1.4112318840579712
담하,담하_(정식) 비빔냉면,담하_꼬막 비빔밥,143,0.4880546075085324,1.4111144086659744
담하,담하_명태회 비빔냉면,담하_더덕 한우 지짐,162,0.4879518072289157,1.4749452354874042
담하,담하_봉평메밀 물냉면,담하_더덕 한우 지짐,154,0.48427672955974843,1.4638364779874216
담하,담하_봉평메밀 물냉면,담하_꼬막 비빔밥,153,0.4811320754716981,1.3910992616899098
담하,담하_룸 이용료,담하_처음처럼,73,0.48026315789473684,1.2839195979899498
담하,담하_(후식) 물냉면,담하_처음처럼,111,0.47844827586206895,1.279067752555883
담하,담하_(단체) 은이버섯 갈비탕,담하_더덕 한우 지짐,40,0.47619047619047616,1.4393939393939394
담하,담하_갑오징어 비빔밥,담하_하동 매실 칵테일,90,0.47619047619047616,1.3768115942028987
담하,담하_(단체) 한우 우거지 국밥,담하_(후식) 비빔냉면,51,0.4722222222222222,1.1962962962962962
담하,담하_더덕 한우 지짐,담하_갱시기,83,0.4715909090909091,2.023277126099707
담하,담하_카스,담하_처음처럼,140,0.4713804713804714,1.2601729184643755
담하,담하_카스,담하_(후식) 비빔냉면,140,0.4713804713804714,1.1941638608305274
담하,담하_느린마을 막걸리,담하_처음처럼,135,0.47038327526132406,1.2575070474322834
담하,담하_테라,담하_(후식) 비빔냉면,119,0.47035573122529645,1.1915678524374176
담하,담하_(후식) 물냉면,담하_하동 매실 칵테일,108,0.46551724137931033,1.345952023988006
담하,담하_제로콜라,담하_처음처럼,79,0.4647058823529412,1.2423292935264558
담하,담하_느린마을 막걸리,담하_(후식) 비빔냉면,133,0.4634146341463415,1.1739837398373982
담하,담하_스프라이트,담하_제로콜라,107,0.46320346320346323,1.4495543672014257
담하,담하_스프라이트,담하_처음처럼,107,0.46320346320346323,1.238312776001218
담하,담하_룸 이용료,담하_(후식) 비빔냉면,70,0.4605263157894737,1.1666666666666667
담하,담하_(후식) 된장찌개,담하_(후식) 비빔냉면,192,0.460431654676259,1.1664268585131892
담하,담하_스프라이트,담하_(후식) 비빔냉면,106,0.4588744588744589,1.1624819624819624
담하,담하_갱시기,담하_제로콜라,56,0.45161290322580644,1.4132827324478179
담하,담하_명인안동소주,담하_처음처럼,35,0.44871794871794873,1.1995876819997422
담하,담하_문막 복분자 칵테일,담하_처음처럼,35,0.44871794871794873,1.1995876819997422
담하,담하_(후식) 비빔냉면,담하_하동 매실 칵테일,94,0.44761904761904764,1.2942028985507248
담하,담하_콜라,담하_처음처럼,121,0.44485294117647056,1.1892550990245343
담하,담하_콜라,담하_제로콜라,120,0.4411764705882353,1.3806228373702423
담하,담하_제로콜라,담하_꼬막 비빔밥,75,0.4411764705882353,1.2755754475703325
담하,담하_(단체) 공깃밥,담하_갑오징어 비빔밥,41,0.44086021505376344,1.2409398645957785
담하,담하_메밀면 사리,담하_처음처럼,169,0.4378238341968912,1.1704637175514878
담하,담하_더덕 한우 지짐,담하_처음처럼,77,0.4375,1.1695979899497488
담하,담하_(정식) 비빔냉면,담하_하동 매실 칵테일,128,0.43686006825938567,1.263095414749963
담하,담하_(정식) 물냉면 ,담하_하동 매실 칵테일,124,0.43661971830985913,1.2624004898958971
담하,담하_명인안동소주,담하_하동 매실 칵테일,34,0.4358974358974359,1.2603121516164995
담하,담하_꼬막 비빔밥,담하_처음처럼,80,0.43478260869565216,1.1623334061612411
담하,담하_더덕 한우 지짐,담하_하동 매실 칵테일,76,0.4318181818181818,1.2485177865612649
담하,담하_(후식) 된장찌개,담하_처음처럼,180,0.4316546762589928,1.1539712953255483
담하,담하_들깨 양지탕,담하_꼬막 비빔밥,172,0.4246913580246914,1.2279119699409555
담하,담하_명인안동소주,담하_제로콜라,33,0.4230769230769231,1.3239819004524886
담하,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 공깃밥,30,0.4225352112676056,2.417083144025443
담하,담하_룸 이용료,담하_꼬막 비빔밥,64,0.42105263157894735,1.2173913043478262
담하,담하_봉평메밀 물냉면,담하_하동 매실 칵테일,133,0.41823899371069184,1.2092562209461306
담하,담하_하동 매실 칵테일,담하_더덕 한우 지짐,76,0.41304347826086957,1.2485177865612649
담하,담하_스프라이트,담하_하동 매실 칵테일,95,0.41125541125541126,1.1890645586297761
담하,담하_테라,담하_제로콜라,104,0.41106719367588934,1.2863985119739594
담하,담하_(정식) 된장찌개,담하_하동 매실 칵테일,135,0.41033434650455924,1.1864014801110085
담하,담하_메밀면 사리,담하_하동 매실 칵테일,158,0.40932642487046633,1.1834872719080876
담하,담하_꼬막 비빔밥,담하_제로콜라,75,0.4076086956521739,1.2755754475703325
담하,담하_담하 한우 불고기 정식,담하_하동 매실 칵테일,141,0.407514450867052,1.1782483035938678
담하,담하_테라,담하_하동 매실 칵테일,103,0.40711462450592883,1.177092283897577
담하,담하_제로콜라,담하_더덕 한우 지짐,69,0.40588235294117647,1.2268716577540109
담하,담하_명태회 비빔냉면,담하_하동 매실 칵테일,134,0.4036144578313253,1.1669722367731798
담하,담하_처음처럼,담하_꼬막 비빔밥,80,0.4020100502512563,1.1623334061612411
담하,담하_(후식) 비빔냉면,담하_제로콜라,84,0.4,1.251764705882353
담하,담하_처음처럼,담하_제로콜라,79,0.3969849246231156,1.2423292935264558
담하,담하_(후식) 물냉면,담하_제로콜라,92,0.39655172413793105,1.240973630831643
담하,담하_(단체) 생목살 김치전골 2.0,담하_갱시기,28,0.39436619718309857,1.69195820081781
담하,담하_더덕 한우 지짐,담하_제로콜라,69,0.39204545454545453,1.2268716577540109
담하,담하_(정식) 물냉면 ,담하_갱시기,111,0.3908450704225352,1.6768514311676512
담하,담하_카스,담하_제로콜라,116,0.39057239057239057,1.2222618340265397
담하,담하_처음처럼,담하_더덕 한우 지짐,77,0.3869346733668342,1.1695979899497488
담하,담하_느린마을 막걸리,담하_더덕 한우 지짐,111,0.3867595818815331,1.169068736141907
담하,담하_(정식) 비빔냉면,담하_갱시기,113,0.3856655290102389,1.6546295276890897
담하,담하_한우 미역국 정식,담하_더덕 한우 지짐,165,0.382830626450116,1.1571925754060326
담하,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,32,0.38095238095238093,1.8765432098765433
담하,담하_갱시기,담하_문막 복분자 칵테일,47,0.3790322580645161,2.585194375516956
담하,담하_(후식) 물냉면,담하_갱시기,87,0.375,1.6088709677419357
담하,담하_룸 이용료,담하_제로콜라,57,0.375,1.173529411764706
담하,담하_(후식) 된장찌개,담하_제로콜라,156,0.37410071942446044,1.1707151925518409
담하,담하_문막 복분자 칵테일,담하_제로콜라,29,0.3717948717948718,1.163499245852187
담하,담하_참이슬,담하_제로콜라,139,0.3696808510638298,1.156883604505632
담하,담하_메밀면 사리,담하_제로콜라,142,0.36787564766839376,1.1512343797622675
담하,담하_처음처럼,담하_룸 이용료,73,0.36683417085427134,1.2839195979899498
담하,담하_꼬막 비빔밥,담하_갱시기,67,0.3641304347826087,1.5622370266479666
담하,담하_스프라이트,담하_룸 이용료,84,0.36363636363636365,1.2727272727272727
담하,담하_(정식) 된장찌개,담하_갱시기,118,0.3586626139817629,1.5387783115991764
담하,담하_(후식) 비빔냉면,담하_갱시기,75,0.35714285714285715,1.5322580645161292
담하,담하_(단체) 황태해장국 3/27까지,담하_(단체) 한우 우거지 국밥,88,0.3562753036437247,1.7549857549857548
담하,담하_담하 한우 불고기 정식,담하_갱시기,122,0.35260115606936415,1.5127727018459816
담하,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,25,0.352112676056338,2.2300469483568075
담하,담하_(단체) 생목살 김치전골 2.0,담하_라면사리,25,0.352112676056338,1.4521235942788513
담하,담하_테라,담하_룸 이용료,89,0.35177865612648224,1.2312252964426877
라그로타,라그로타_미션 서드 카베르네 쉬라,라그로타_해산물 토마토 스파게티,168,0.9882352941176471,1.2003223207091054
라그로타,라그로타_Gls.미션 서드,라그로타_해산물 토마토 스파게티,371,0.9814814814814815,1.1921190596989681
라그로타,라그로타_모둠 해산물 플래터,라그로타_알리오 에 올리오 ,82,0.9761904761904762,2.415503875968992
라그로타,라그로타_G-Charge(3),라그로타_해산물 토마토 스파게티,164,0.9761904761904762,1.1856925418569253
라그로타,라그로타_모둠 해산물 플래터,라그로타_해산물 토마토 스파게티,82,0.9761904761904762,1.1856925418569253
라그로타,라그로타_빵 추가 (1인),라그로타_해산물 토마토 스파게티,279,0.9755244755244755,1.1848836095411437
라그로타,라그로타_카스,라그로타_해산물 토마토 스파게티,195,0.975,1.1842465753424658
라그로타,라그로타_Gls.Sileni,라그로타_해산물 토마토 스파게티,297,0.9737704918032787,1.182753200089827
라그로타,라그로타_제로콜라,라그로타_해산물 토마토 스파게티,185,0.9736842105263158,1.1826484018264838
라그로타,라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스파게티,311,0.971875,1.1804509132420091
라그로타,라그로타_하이네켄(생),라그로타_해산물 토마토 스파게티,275,0.9683098591549296,1.1761206508457134
라그로타,라그로타_시저 샐러드 ,라그로타_해산물 토마토 스파게티,183,0.9682539682539683,1.176052765093861
라그로타,라그로타_아메리카노,라그로타_해산물 토마토 스파게티,205,0.9669811320754716,1.174506763160162
라그로타,라그로타_자몽리치에이드,라그로타_해산물 토마토 스파게티,246,0.9647058823529412,1.1717432178350793
라그로타,라그로타_그릴드 비프 샐러드,라그로타_해산물 토마토 스파게티,192,0.96,1.166027397260274
라그로타,라그로타_콜라,라그로타_해산물 토마토 스파게티,282,0.9591836734693877,1.1650358773646443
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_버섯 크림 리조또,134,0.9571428571428572,3.3281045751633993
라그로타,라그로타_스프라이트,라그로타_해산물 토마토 스파게티,178,0.956989247311828,1.1623705013011245
라그로타,라그로타_한우 (200g),라그로타_까르보나라,110,0.9565217391304348,3.4383078730904817
라그로타,라그로타_AUS (200g),라그로타_해산물 토마토 스파게티,132,0.9565217391304348,1.1618026603136786
라그로타,라그로타_한우 (200g),라그로타_해산물 토마토 스파게티,110,0.9565217391304348,1.1618026603136786
라그로타,라그로타_알리오 에 올리오 ,라그로타_해산물 토마토 스파게티,205,0.9534883720930233,1.158118296697462
라그로타,라그로타_양갈비 (4ps),라그로타_해산물 토마토 스파게티,131,0.9492753623188406,1.1530011250082721
라그로타,라그로타_한우 (200g),라그로타_버섯 크림 리조또,109,0.9478260869565217,3.2957090082409777
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_알리오 에 올리오 ,132,0.9428571428571428,2.3330232558139534
라그로타,라그로타_AUS (200g),라그로타_버섯 크림 리조또,130,0.9420289855072463,3.2755517666003593
라그로타,라그로타_시저 샐러드 ,라그로타_알리오 에 올리오 ,178,0.9417989417989417,2.330404823428079
라그로타,라그로타_까르보나라,라그로타_버섯 크림 리조또,138,0.9324324324324325,3.242183359830419
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_까르보나라,129,0.9214285714285714,3.3121621621621626
라그로타,라그로타_AUS (200g),라그로타_까르보나라,127,0.9202898550724637,3.3080689385037214
라그로타,라그로타_한우 (200g),라그로타_알리오 에 올리오 ,105,0.9130434782608695,2.259251769464105
라그로타,라그로타_AUS (200g),라그로타_알리오 에 올리오 ,126,0.9130434782608695,2.2592517694641048
라그로타,라그로타_그릴드 비프 샐러드,라그로타_알리오 에 올리오 ,181,0.905,2.2393488372093024
라그로타,라그로타_버섯 크림 리조또,라그로타_까르보나라,138,0.9019607843137255,3.242183359830419
라그로타,라그로타_버섯 크림 리조또,라그로타_알리오 에 올리오 ,138,0.9019607843137255,2.231828545371637
라그로타,라그로타_Gls.Sileni,라그로타_Gls.미션 서드,275,0.9016393442622951,1.2689738919247116
라그로타,라그로타_까르보나라,라그로타_알리오 에 올리오 ,133,0.8986486486486487,2.2236329352608424
라그로타,라그로타_스프라이트,라그로타_Gls.미션 서드,167,0.8978494623655914,1.2636399840700918
라그로타,라그로타_빵 추가 (1인),라그로타_Gls.미션 서드,254,0.8881118881118881,1.2499352499352498
라그로타,라그로타_양갈비 (4ps),라그로타_알리오 에 올리오 ,122,0.8840579710144928,2.187529491068419
라그로타,라그로타_모둠 해산물 플래터,라그로타_시저 샐러드 ,74,0.8809523809523809,2.4797178130511464
라그로타,라그로타_G-Charge(3),라그로타_Gls.미션 서드,148,0.8809523809523809,1.2398589065255732
라그로타,라그로타_제로콜라,라그로타_Gls.미션 서드,167,0.8789473684210526,1.237037037037037
라그로타,라그로타_한우 (200g),라그로타_해산물 토마토 스튜 파스타,101,0.8782608695652174,3.3373913043478263
라그로타,라그로타_버섯 크림 리조또,라그로타_해산물 토마토 스튜 파스타,134,0.8758169934640523,3.3281045751633993
라그로타,라그로타_까르보나라,라그로타_해산물 토마토 스튜 파스타,129,0.8716216216216216,3.3121621621621626
라그로타,라그로타_AUS (200g),라그로타_해산물 토마토 스튜 파스타,120,0.8695652173913043,3.304347826086956
라그로타,라그로타_모둠 해산물 플래터,라그로타_그릴드 비프 샐러드,73,0.8690476190476191,2.311666666666667
라그로타,라그로타_모둠 해산물 플래터,라그로타_Gls.미션 서드,73,0.8690476190476191,1.2231040564373898
라그로타,라그로타_한우 (200g),라그로타_AUS (200g),99,0.8608695652173913,3.3187145557655953
라그로타,라그로타_아메리카노,라그로타_Gls.미션 서드,182,0.8584905660377359,1.2082459818308877
라그로타,라그로타_까르보나라,라그로타_AUS (200g),127,0.8581081081081081,3.3080689385037214
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_AUS (200g),120,0.8571428571428571,3.304347826086956
라그로타,라그로타_시저 샐러드 ,라그로타_그릴드 비프 샐러드,162,0.8571428571428571,2.2800000000000002
라그로타,라그로타_콜라,라그로타_Gls.미션 서드,252,0.8571428571428571,1.2063492063492063
라그로타,라그로타_시저 샐러드 ,라그로타_Gls.미션 서드,162,0.8571428571428571,1.2063492063492063
라그로타,라그로타_알리오 에 올리오 ,라그로타_Gls.미션 서드,184,0.8558139534883721,1.2044788975021532
라그로타,라그로타_자몽리치에이드,라그로타_Gls.미션 서드,217,0.8509803921568627,1.197676107480029
라그로타,라그로타_그릴드 비프 샐러드,라그로타_Gls.미션 서드,170,0.85,1.1962962962962964
라그로타,라그로타_카스,라그로타_Gls.미션 서드,170,0.85,1.1962962962962964
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_Gls.미션 서드,119,0.85,1.1962962962962964
라그로타,라그로타_버섯 크림 리조또,라그로타_AUS (200g),130,0.8496732026143791,3.2755517666003593
라그로타,라그로타_AUS (200g),라그로타_Gls.미션 서드,117,0.8478260869565217,1.1932367149758454
라그로타,라그로타_미션 서드 카베르네 쉬라,라그로타_Gls.미션 서드,144,0.8470588235294118,1.1921568627450978
라그로타,라그로타_해산물 토마토 스파게티,라그로타_Gls.미션 서드,371,0.8470319634703196,1.1921190596989681
라그로타,라그로타_해산물 토마토 리조또,라그로타_Gls.미션 서드,271,0.846875,1.1918981481481483
라그로타,라그로타_알리오 에 올리오 ,라그로타_그릴드 비프 샐러드,181,0.8418604651162791,2.2393488372093024
라그로타,라그로타_AUS (200g),라그로타_시저 샐러드 ,116,0.8405797101449275,2.3660762211486848
라그로타,라그로타_Open Food,라그로타_Gls.미션 서드,122,0.8356164383561644,1.1760527650938608
라그로타,라그로타_한우 (200g),라그로타_Gls.미션 서드,96,0.8347826086956521,1.17487922705314
라그로타,라그로타_양갈비 (4ps),라그로타_까르보나라,115,0.8333333333333334,2.9954954954954958
라그로타,라그로타_양갈비 (4ps),라그로타_버섯 크림 리조또,115,0.8333333333333334,2.8976034858387796
라그로타,라그로타_양갈비 (4ps),라그로타_Gls.미션 서드,115,0.8333333333333334,1.1728395061728396
라그로타,라그로타_까르보나라,라그로타_Gls.미션 서드,123,0.831081081081081,1.1696696696696698
라그로타,라그로타_하이네켄(생),라그로타_Gls.미션 서드,236,0.8309859154929577,1.1695357329160145
라그로타,라그로타_알리오 에 올리오 ,라그로타_시저 샐러드 ,178,0.827906976744186,2.330404823428079
라그로타,라그로타_버섯 크림 리조또,라그로타_Gls.미션 서드,126,0.8235294117647058,1.159041394335512
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_시저 샐러드 ,115,0.8214285714285714,2.312169312169312
라그로타,라그로타_양갈비 (4ps),라그로타_시저 샐러드 ,113,0.8188405797101449,2.3048845947396672
라그로타,라그로타_한우 (200g),라그로타_양갈비 (4ps),94,0.8173913043478261,3.1511027095148076
라그로타,라그로타_한우 (200g),라그로타_시저 샐러드 ,94,0.8173913043478261,2.300805152979066
라그로타,라그로타_그릴드 비프 샐러드,라그로타_시저 샐러드 ,162,0.81,2.2800000000000002
라그로타,라그로타_AUS (200g),라그로타_그릴드 비프 샐러드,111,0.8043478260869565,2.1395652173913042
라그로타,라그로타_까르보나라,라그로타_시저 샐러드 ,119,0.8040540540540541,2.2632632632632634
라그로타,라그로타_양갈비 (4ps),라그로타_그릴드 비프 샐러드,110,0.7971014492753623,2.1202898550724636
라그로타,라그로타_스프라이트,라그로타_콜라,148,0.7956989247311828,1.4398361495135688
라그로타,라그로타_버섯 크림 리조또,라그로타_시저 샐러드 ,121,0.7908496732026143,2.226095376422174
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_그릴드 비프 샐러드,110,0.7857142857142857,2.0900000000000003
라그로타,라그로타_양갈비 (4ps),라그로타_해산물 토마토 스튜 파스타,108,0.782608695652174,2.9739130434782606
라그로타,라그로타_한우 (200g),라그로타_콜라,90,0.782608695652174,1.4161490683229812
라그로타,라그로타_까르보나라,라그로타_양갈비 (4ps),115,0.777027027027027,2.9954954954954958
라그로타,라그로타_까르보나라,라그로타_그릴드 비프 샐러드,115,0.777027027027027,2.066891891891892
라그로타,라그로타_빵 추가 (1인),라그로타_해산물 토마토 리조또,222,0.7762237762237763,1.2904720279720279
라그로타,라그로타_AUS (200g),라그로타_양갈비 (4ps),107,0.7753623188405797,2.989077924805713
라그로타,라그로타_양갈비 (4ps),라그로타_AUS (200g),107,0.7753623188405797,2.989077924805713
라그로타,라그로타_한우 (200g),라그로타_그릴드 비프 샐러드,89,0.7739130434782608,2.058608695652174
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_양갈비 (4ps),108,0.7714285714285715,2.9739130434782606
라그로타,라그로타_버섯 크림 리조또,라그로타_그릴드 비프 샐러드,118,0.7712418300653595,2.0515032679738563
라그로타,라그로타_미션 서드 카베르네 쉬라,라그로타_해산물 토마토 리조또,130,0.7647058823529411,1.2713235294117646
라그로타,라그로타_버섯 크림 리조또,라그로타_양갈비 (4ps),115,0.7516339869281046,2.8976034858387796
라그로타,라그로타_알리오 에 올리오 ,라그로타_Gls.Sileni,161,0.7488372093023256,1.3061685093404498
라그로타,라그로타_까르보나라,라그로타_한우 (200g),110,0.7432432432432432,3.4383078730904817
라그로타,라그로타_제로콜라,라그로타_콜라,141,0.7421052631578947,1.3428571428571427
라그로타,라그로타_제로콜라,라그로타_해산물 토마토 리조또,141,0.7421052631578947,1.2337500000000001
라그로타,라그로타_스프라이트,라그로타_해산물 토마토 리조또,138,0.7419354838709677,1.2334677419354838
라그로타,라그로타_시저 샐러드 ,라그로타_Gls.Sileni,140,0.7407407407407407,1.2920461445051608
라그로타,라그로타_아메리카노,라그로타_해산물 토마토 리조또,157,0.7405660377358491,1.2311910377358493
라그로타,라그로타_G-Charge(3),라그로타_Gls.Sileni,124,0.7380952380952381,1.2874316939890709
라그로타,라그로타_G-Charge(3),라그로타_해산물 토마토 리조또,124,0.7380952380952381,1.2270833333333333
라그로타,라그로타_한우 (200g),라그로타_Gls.Sileni,84,0.7304347826086957,1.2740698503207413
라그로타,라그로타_카스,라그로타_콜라,146,0.73,1.3209523809523809
라그로타,라그로타_카스,라그로타_Gls.Sileni,146,0.73,1.273311475409836
라그로타,라그로타_까르보나라,라그로타_콜라,108,0.7297297297297297,1.3204633204633203
라그로타,라그로타_자몽리치에이드,라그로타_해산물 토마토 리조또,186,0.7294117647058823,1.2126470588235296
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_콜라,102,0.7285714285714285,1.3183673469387756
라그로타,라그로타_콜라,라그로타_해산물 토마토 리조또,214,0.7278911564625851,1.2101190476190478
라그로타,라그로타_Gls.미션 서드,라그로타_Gls.Sileni,275,0.7275132275132276,1.2689738919247116
라그로타,라그로타_스프라이트,라그로타_Gls.Sileni,135,0.7258064516129032,1.2659968270756214
라그로타,라그로타_그릴드 비프 샐러드,라그로타_Gls.Sileni,145,0.725,1.2645901639344261
라그로타,라그로타_AUS (200g),라그로타_하이네켄(생),100,0.7246376811594203,1.3574198816084913
라그로타,라그로타_AUS (200g),라그로타_콜라,100,0.7246376811594203,1.3112491373360937
라그로타,라그로타_까르보나라,라그로타_하이네켄(생),107,0.722972972972973,1.3543014845831747
라그로타,라그로타_한우 (200g),라그로타_하이네켄(생),83,0.7217391304347827,1.3519902020820576
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_한우 (200g),101,0.7214285714285714,3.3373913043478263
라그로타,라그로타_AUS (200g),라그로타_한우 (200g),99,0.717391304347826,3.3187145557655953
라그로타,라그로타_Gls.미션 서드,라그로타_해산물 토마토 리조또,271,0.716931216931217,1.1918981481481483
라그로타,라그로타_Gls.Sileni,라그로타_해산물 토마토 리조또,218,0.7147540983606557,1.1882786885245902
라그로타,라그로타_모둠 해산물 플래터,라그로타_Gls.Sileni,60,0.7142857142857143,1.2459016393442621
라그로타,라그로타_자몽리치에이드,라그로타_Gls.Sileni,182,0.7137254901960784,1.2449244615879138
라그로타,라그로타_버섯 크림 리조또,라그로타_한우 (200g),109,0.7124183006535948,3.2957090082409777
라그로타,라그로타_양갈비 (4ps),라그로타_하이네켄(생),98,0.7101449275362319,1.3302714839763214
라그로타,라그로타_해산물 토마토 스파게티,라그로타_해산물 토마토 리조또,311,0.7100456621004566,1.1804509132420091
라그로타,라그로타_콜라,라그로타_Gls.Sileni,208,0.7074829931972789,1.2340359094457451
라그로타,라그로타_버섯 크림 리조또,라그로타_콜라,108,0.7058823529411765,1.2773109243697478
라그로타,라그로타_카스,라그로타_해산물 토마토 리조또,141,0.705,1.1720625
라그로타,라그로타_하이네켄(생),라그로타_해산물 토마토 리조또,200,0.704225352112676,1.170774647887324
라그로타,라그로타_양갈비 (4ps),라그로타_콜라,97,0.7028985507246377,1.2719116632160108
라그로타,라그로타_양갈비 (4ps),라그로타_Gls.Sileni,97,0.7028985507246377,1.226039439296745
라그로타,라그로타_까르보나라,라그로타_Gls.Sileni,104,0.7027027027027027,1.2256978289765175
라그로타,라그로타_G-Charge(3),라그로타_빵 추가 (1인),118,0.7023809523809523,1.3065268065268065
라그로타,라그로타_자몽리치에이드,라그로타_콜라,179,0.7019607843137254,1.2702147525676937
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_하이네켄(생),98,0.7,1.3112676056338026
라그로타,라그로타_제로콜라,라그로타_빵 추가 (1인),133,0.7,1.3020979020979018
라그로타,라그로타_해산물 토마토 스튜 파스타,라그로타_Gls.Sileni,98,0.7,1.2209836065573771
라그로타,라그로타_제로콜라,라그로타_Gls.Sileni,133,0.7,1.220983606557377
라그로타,라그로타_버섯 크림 리조또,라그로타_하이네켄(생),107,0.6993464052287581,1.3100432661327441
라그로타,라그로타_Open Food,라그로타_콜라,102,0.6986301369863014,1.2641878669275928
라그로타,라그로타_시저 샐러드 ,라그로타_콜라,132,0.6984126984126984,1.2637944066515494
라그로타,라그로타_빵 추가 (1인),라그로타_콜라,199,0.6958041958041958,1.259074259074259
라그로타,라그로타_AUS (200g),라그로타_Gls.Sileni,96,0.6956521739130435,1.213399857448325
라그로타,라그로타_제로콜라,라그로타_하이네켄(생),132,0.6947368421052632,1.3014084507042252
라그로타,라그로타_해산물 토마토 리조또,라그로타_빵 추가 (1인),222,0.69375,1.2904720279720279
라그로타,라그로타_스프라이트,라그로타_빵 추가 (1인),129,0.6935483870967742,1.290096999774419
라그로타,라그로타_버섯 크림 리조또,라그로타_Gls.Sileni,106,0.6928104575163399,1.2084431586842386
라그로타,라그로타_모둠 해산물 플래터,라그로타_하이네켄(생),58,0.6904761904761905,1.2934272300469483
라그로타,라그로타_모둠 해산물 플래터,라그로타_콜라,58,0.6904761904761905,1.2494331065759636
라그로타,라그로타_자몽리치에이드,라그로타_빵 추가 (1인),176,0.6901960784313725,1.2838612368024132
라그로타,라그로타_카스,라그로타_하이네켄(생),138,0.69,1.2925352112676056
라그로타,라그로타_스프라이트,라그로타_하이네켄(생),128,0.6881720430107527,1.2891110101469028
라그로타,라그로타_빵 추가 (1인),라그로타_Gls.Sileni,196,0.6853146853146853,1.1953685658603688
라그로타,라그로타_G-Charge(3),라그로타_콜라,115,0.6845238095238095,1.2386621315192743
라그로타,라그로타_Gls.Sileni,라그로타_콜라,208,0.6819672131147541,1.2340359094457451
라그로타,라그로타_해산물 토마토 리조또,라그로타_Gls.Sileni,218,0.68125,1.1882786885245902
라그로타,라그로타_양갈비 (4ps),라그로타_한우 (200g),94,0.6811594202898551,3.1511027095148076
라그로타,라그로타_하이네켄(생),라그로타_콜라,193,0.6795774647887324,1.2297116029510393
라그로타,라그로타_하이네켄(생),라그로타_Gls.Sileni,193,0.6795774647887324,1.1853613484183791
라그로타,라그로타_모둠 해산물 플래터,라그로타_양갈비 (4ps),57,0.6785714285714286,2.615942028985507
라그로타,라그로타_해산물 토마토 스파게티,라그로타_Gls.Sileni,297,0.678082191780822,1.182753200089827
라그로타,라그로타_콜라,라그로타_빵 추가 (1인),199,0.6768707482993197,1.259074259074259
라그로타,라그로타_아메리카노,라그로타_빵 추가 (1인),143,0.6745283018867925,1.2547169811320755
라그로타,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,93,0.6739130434782609,1.4059676044330776
라그로타,라그로타_Gls.미션 서드,라그로타_빵 추가 (1인),254,0.671957671957672,1.2499352499352498
라그로타,라그로타_그릴드 비프 샐러드,라그로타_콜라,134,0.67,1.2123809523809523
