영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원","느티나무 셀프BBQ_본삼겹 (단품,실내)",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈야채세트,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면 ,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드 ,라그로타_아메리카노,라그로타_알리오 에 올리오 ,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지 ,미라시아_브런치 4인 패키지 ,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,연회장_Cass Beer,연회장_Conference L1,연회장_Conference L2,연회장_Conference L3,연회장_Conference M1,연회장_Conference M8,연회장_Conference M9,연회장_Convention Hall,연회장_Cookie Platter,연회장_Grand Ballroom,연회장_OPUS 2,연회장_Regular Coffee,연회장_골뱅이무침,연회장_공깃밥,연회장_돈목살 김치찌개 (밥포함),연회장_로제 치즈떡볶이,연회장_마라샹궈,연회장_매콤 무뼈닭발&계란찜,연회장_모둠 돈육구이(3인),연회장_삼겹살추가 (200g),연회장_야채추가,연회장_왕갈비치킨,연회장_주먹밥 (2ea),카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜 ,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
TEST_02+7일,6,0,15,4,2,1,0,14,2,4,3,2,5,8,31,2,0,3,4,1,0,5,3,0,0,1,27,25,2,0,0,5,3,3,0,0,47,0,4,41,4,1,0,0,2,3,1,5,3,8,9,0,7,0,0,1,0,1,0,5,12,9,14,18,4,2,0,2,2,0,1,0,2,1,2,0,1,1,2,3,0,4,4,1,2,1,1,2,3,2,0,3,9,11,0,0,0,1,15,15,6,0,9,1,161,3,25,6,12,2,4,2,2,1,0,2,0,4,10,3,0,1,0,1,0,0,0,0,0,1,0,0,4,3,7,6,4,7,3,6,5,3,3,7,10,0,20,0,14,0,12,0,0,26,0,0,27,13,0,0,17,2,5,4,10,0,0,18,0,1,0,23,6,0,9,2,0,3,0,4,15,8,23,12,18,17,11,64,73,2,65,21,50
TEST_03+1일,7,0,12,5,0,7,0,5,11,0,0,3,5,5,28,2,0,5,3,0,0,3,0,0,0,0,0,58,16,13,11,5,0,0,0,9,63,7,0,41,28,0,0,0,0,2,0,5,2,3,18,0,0,2,2,0,2,0,0,0,30,22,19,23,35,0,0,0,0,0,5,0,0,0,2,2,3,3,0,5,2,2,0,0,3,2,0,5,3,7,0,2,3,0,2,0,0,0,45,21,0,0,7,0,195,0,42,7,12,0,5,0,3,0,3,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,12,0,0,54,0,0,42,11,0,0,28,3,7,7,22,0,0,25,5,8,0,35,2,0,66,0,7,16,6,3,111,114,137,62,97,140,90,434,191,18,194,65,326
TEST_03+2일,2,0,8,2,0,1,0,1,3,1,3,1,2,9,24,0,0,1,1,0,0,2,1,0,0,0,0,17,9,6,6,3,1,0,0,3,43,7,0,26,14,0,0,0,0,1,0,4,1,1,18,1,7,0,6,0,1,0,1,0,16,13,18,19,29,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,2,0,1,8,0,0,0,0,0,54,21,0,0,9,0,53,167,40,6,11,0,5,0,6,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,10,0,11,0,0,38,0,0,38,7,0,0,24,2,12,6,13,0,0,21,1,2,0,11,0,0,19,0,1,4,2,1,33,33,41,17,25,39,23,155,52,5,54,17,90
TEST_03+3일,24,0,9,1,0,2,0,1,6,0,4,1,1,2,33,3,0,2,3,0,0,3,1,0,0,0,0,1,15,6,9,7,5,3,0,3,61,5,7,41,18,1,0,0,0,6,0,1,0,1,16,0,5,1,3,1,0,1,0,3,18,4,8,15,5,4,1,2,3,0,2,0,1,2,5,2,0,3,1,5,5,1,2,1,3,0,4,2,4,3,0,2,4,0,1,1,6,0,63,9,0,0,12,1,109,0,36,3,7,9,3,3,2,0,1,2,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,12,0,0,28,0,0,31,13,0,0,10,5,7,3,10,0,0,23,12,5,0,6,3,4,4,6,1,1,2,6,137,58,100,15,69,68,35,321,89,82,38,13,118
TEST_03+4일,11,0,8,2,0,7,0,0,7,1,1,0,1,1,33,0,0,1,3,0,0,4,0,2,0,0,0,0,25,3,8,12,3,5,0,3,61,3,5,42,35,0,0,1,0,3,0,0,1,3,18,1,9,6,3,1,0,0,0,1,17,23,15,13,12,2,0,1,4,0,4,0,2,0,5,3,0,3,0,3,3,0,3,2,1,3,1,2,6,7,1,2,6,0,0,1,2,0,67,14,0,0,12,1,7,132,37,4,8,1,1,1,0,0,0,3,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,7,0,0,23,0,0,32,10,0,0,7,1,6,2,10,0,0,14,4,4,0,7,2,11,3,7,4,1,0,2,56,21,65,18,28,33,15,248,50,31,45,26,78
TEST_03+5일,10,0,13,7,1,2,0,0,6,1,5,0,2,4,27,2,0,1,2,0,0,3,2,0,0,0,0,0,25,10,8,6,2,1,0,7,80,13,3,45,35,2,0,0,0,5,1,4,0,2,23,0,5,1,1,2,1,0,3,1,19,11,27,27,14,4,0,5,6,0,5,0,1,0,9,1,0,7,2,6,11,0,3,0,1,0,4,9,6,7,0,3,9,0,1,2,1,1,37,10,0,0,18,0,154,15,44,6,19,5,10,1,5,3,4,3,6,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,3,2,11,1,1,5,2,9,0,0,0,24,0,34,0,0,51,0,0,78,17,0,0,34,3,21,5,32,0,0,33,39,22,0,32,8,22,39,40,18,16,11,16,119,73,121,38,59,112,61,407,163,74,106,29,220
TEST_03+6일,5,0,7,2,0,3,0,0,7,1,1,0,1,2,35,2,0,1,1,0,0,7,1,0,0,0,0,22,13,5,4,4,1,2,0,5,53,14,4,27,20,0,0,0,0,1,0,1,1,4,13,0,4,1,2,2,1,0,1,0,14,19,14,19,17,4,0,1,1,1,2,0,2,0,10,3,2,1,0,6,6,2,1,1,0,9,4,5,3,6,75,3,5,0,0,0,0,3,37,16,0,0,8,0,10,151,55,8,8,2,1,1,3,2,2,2,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,6,2,2,0,7,5,0,6,2,16,0,0,0,22,0,16,0,0,55,0,0,53,15,0,0,33,4,11,6,17,0,0,24,11,12,0,13,6,6,41,14,3,11,5,6,136,79,126,39,58,111,57,510,153,41,137,44,204
TEST_03+7일,9,0,12,10,3,1,0,0,1,2,1,2,2,5,49,3,0,0,1,0,0,5,0,0,0,0,0,1,17,9,7,6,7,1,0,9,53,7,1,40,28,2,0,0,0,3,1,3,0,4,13,2,9,0,3,3,2,0,1,2,15,17,23,12,14,5,0,2,1,1,9,0,1,2,7,1,1,2,0,11,7,0,1,4,3,1,6,9,6,10,0,4,4,0,0,1,2,0,3,12,0,0,11,0,156,1,56,5,4,1,6,1,1,1,1,3,1,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,4,1,1,5,2,1,5,3,14,0,0,0,13,0,18,0,0,38,0,0,38,21,0,0,14,4,9,6,17,0,0,13,16,16,0,29,10,6,67,24,3,14,12,7,159,99,97,60,93,104,80,531,173,23,177,49,225
TEST_04+1일,5,0,22,2,0,3,0,0,8,3,0,2,3,2,51,0,0,5,3,0,0,0,3,0,0,0,0,0,35,15,16,5,5,5,0,9,94,12,5,71,52,5,0,0,0,5,2,0,0,7,24,3,3,0,9,5,2,2,2,7,16,24,37,22,34,2,2,2,5,2,2,0,0,0,7,2,0,3,2,11,3,2,7,2,0,3,9,3,0,7,0,2,11,15,0,2,0,5,67,15,5,2,12,3,296,0,49,7,5,2,5,0,5,3,2,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,22,0,21,0,0,52,0,0,62,9,0,0,34,5,16,9,34,0,0,21,13,21,0,13,0,9,64,19,6,8,5,11,245,142,137,97,95,221,188,510,190,61,216,38,329
TEST_04+2일,1,21,7,0,0,1,0,0,2,1,0,0,1,0,14,0,24,1,1,3,0,0,1,0,48,0,0,0,52,14,12,4,1,1,0,3,90,20,3,58,55,2,0,7,0,2,0,1,0,6,23,2,2,0,6,1,1,0,0,3,10,22,63,21,28,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3,1,0,2,0,0,1,3,1,0,2,70,1,7,12,0,0,0,1,52,5,2,0,27,1,88,287,39,9,4,1,1,0,1,1,0,0,2,0,4,1,0,0,0,0,1,1,1,1,0,3,1,0,73,0,0,0,0,0,0,0,0,0,0,0,8,0,0,490,17,0,13,0,0,36,0,0,51,7,0,0,28,4,5,7,17,0,0,19,12,18,0,10,1,22,43,27,17,7,1,8,214,130,130,73,89,179,134,469,162,168,159,31,249
TEST_04+3일,0,55,3,3,0,0,11,0,0,0,0,0,1,0,0,0,15,0,1,25,11,0,0,0,1,0,0,0,22,6,19,0,1,1,0,0,32,4,1,12,42,1,0,0,0,2,4,5,0,5,10,2,3,0,6,0,4,0,1,0,2,6,27,12,13,2,0,1,2,0,3,0,2,2,5,0,0,3,0,3,6,2,0,2,4,3,0,0,3,7,57,0,4,5,0,0,0,0,31,1,2,1,6,0,3,107,4,4,1,0,2,0,0,0,0,0,2,5,2,1,1,38,0,0,1,1,1,1,1,7,1,0,58,0,0,0,0,0,0,0,0,0,0,0,2,0,372,305,6,0,8,0,0,12,0,3,44,1,0,0,10,2,3,3,10,0,0,7,7,4,0,2,2,7,3,7,8,1,1,3,106,47,95,30,84,88,66,577,87,153,81,23,113
TEST_04+4일,2,119,2,1,1,0,26,0,0,0,0,0,0,0,0,0,92,0,0,107,25,0,0,2,31,60,0,0,30,3,5,2,0,0,0,2,20,5,0,11,27,0,0,0,1,2,0,3,0,3,9,0,6,0,2,0,2,2,0,0,6,3,8,17,5,3,3,2,4,0,3,0,2,0,8,0,1,3,0,6,2,2,0,1,1,4,0,2,3,11,58,0,5,3,0,0,0,0,29,2,3,0,8,0,0,112,6,5,0,0,0,0,1,2,1,0,2,2,2,0,0,29,1,1,1,1,1,1,1,4,1,1,16,0,0,0,0,0,0,0,0,0,0,0,2,0,397,320,5,0,6,0,0,15,0,1,46,1,0,0,9,0,7,5,9,0,0,9,4,4,0,1,0,8,10,16,4,1,1,2,87,31,59,28,113,97,55,638,90,146,63,20,80
TEST_04+5일,0,62,11,1,1,0,11,0,0,0,0,0,0,0,0,0,27,0,0,63,26,0,0,0,2,25,0,120,25,9,16,3,2,2,0,5,32,5,2,18,32,2,0,0,0,3,0,1,1,4,23,0,2,0,3,0,0,0,3,0,3,2,8,14,6,0,1,0,2,1,3,0,0,0,2,5,4,8,1,7,2,0,1,1,4,5,4,18,13,3,124,1,1,6,0,0,1,0,22,2,4,1,8,1,8,95,9,4,1,3,2,1,2,1,0,2,0,4,7,4,1,126,0,1,1,1,1,0,1,4,1,1,56,0,0,0,0,0,0,0,0,0,0,0,4,0,37,111,12,0,8,0,0,41,0,0,34,2,0,0,6,0,6,2,7,0,0,20,6,6,0,5,0,13,8,8,5,1,1,2,150,56,91,37,82,122,58,674,102,152,85,15,117
TEST_04+6일,0,115,7,0,0,0,10,0,0,0,2,0,0,0,0,0,69,0,0,54,16,0,0,0,35,2,0,162,21,8,11,5,5,3,0,1,63,25,2,36,31,14,0,12,1,4,3,5,7,2,30,0,10,1,3,0,1,1,5,5,12,1,12,30,2,4,1,3,7,6,4,0,3,3,6,4,3,6,10,8,0,1,3,0,5,5,7,2,6,6,46,2,3,8,1,0,4,1,27,15,7,0,5,1,0,101,5,6,4,3,4,0,3,0,2,3,0,1,3,1,2,71,1,0,1,0,0,0,2,4,1,0,4,1,4,6,1,3,1,6,1,3,5,3,10,0,115,187,8,0,4,0,0,20,1,4,26,4,0,0,5,2,5,1,5,0,0,14,4,4,0,6,0,14,30,5,3,6,0,3,170,58,121,54,59,153,76,715,121,110,106,23,178
TEST_04+7일,30,0,10,9,2,5,0,0,4,1,7,0,3,0,0,0,0,4,3,0,0,0,1,0,2,0,0,8,14,11,7,2,2,2,0,9,56,9,4,43,22,5,0,1,2,6,0,4,1,2,18,5,8,1,4,2,6,0,1,3,12,24,42,11,29,2,6,3,9,1,1,0,1,1,5,2,1,5,3,6,1,1,0,2,5,2,7,2,5,6,3,4,13,17,1,3,2,0,13,13,6,2,10,1,165,3,24,12,12,1,7,1,4,1,2,1,7,5,5,1,0,1,0,0,0,0,0,0,0,2,1,0,2,2,2,9,1,4,1,6,3,2,4,2,8,0,101,30,9,0,8,0,0,31,0,1,27,6,0,0,8,0,8,9,16,0,0,16,30,22,0,11,1,15,27,28,6,3,2,11,172,77,112,54,83,190,91,630,146,74,160,29,200
TEST_05+1일,16,0,13,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,2,0,0,0,0,2,0,0,0,7,0,5,2,0,0,0,0,0,0,3,7,5,5,5,5,0,2,5,0,3,0,0,2,3,2,0,5,0,2,5,3,3,2,2,0,2,2,5,2,0,0,5,7,2,2,0,0,18,2,0,0,2,0,213,0,57,2,3,0,5,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,0,0,12,0,0,6,0,0,5,2,3,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_05+2일,4,0,10,1,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,10,0,1,0,3,0,1,0,0,0,0,19,0,6,0,0,0,1,0,0,0,1,5,4,5,10,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,19,0,1,4,0,0,0,4,17,1,0,0,4,0,62,74,40,1,2,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,11,0,0,5,0,0,4,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_05+3일,5,0,3,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,72,9,0,0,1,1,0,0,0,0,0,5,1,0,3,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,5,1,0,1,4,0,0,1,0,1,1,8,0,1,1,2,2,2,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,40,7,2,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,3,0,1,0,0,5,0,0,2,0,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_05+4일,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,1,0,2,2,1,0,0,0,2,5,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,3,6,3,2,0,0,0,0,4,3,4,0,2,1,0,0,0,1,2,0,0,0,0,0,0,2,1,1,3,83,1,1,2,0,0,0,0,5,0,4,1,0,0,0,11,1,2,0,0,3,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,0,2,0,1,83,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,2,0,1,0,0,5,0,0,0,0,0,2,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_05+5일,1,0,5,1,0,0,23,0,0,0,0,0,0,0,0,0,51,0,0,52,16,0,0,1,34,1,1,0,2,0,0,1,3,0,0,1,12,0,0,6,2,0,0,1,0,0,0,0,0,0,8,0,2,0,2,0,1,0,2,0,2,1,1,6,0,2,2,0,0,0,0,1,3,9,1,1,0,1,0,3,3,1,0,0,3,0,1,0,2,5,118,0,3,2,0,0,0,0,6,6,1,1,0,0,0,71,10,1,0,1,1,0,1,0,0,0,1,0,2,0,0,64,1,1,0,1,0,1,1,9,0,0,71,0,0,0,0,0,0,0,0,0,0,0,9,21,21,41,7,5,7,0,0,9,1,16,10,1,0,7,4,1,1,1,4,0,4,0,4,0,0,4,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_05+6일,0,0,6,1,0,0,25,0,5,0,0,0,0,0,0,0,53,0,0,42,27,0,0,7,1,23,13,109,9,0,3,1,1,0,0,1,12,5,9,20,10,15,0,0,3,0,0,1,1,4,9,3,10,1,24,3,16,0,0,0,8,5,2,11,0,1,0,0,0,0,0,1,1,3,0,0,0,2,0,3,2,0,0,0,1,0,0,0,1,2,119,0,2,6,1,10,3,1,1,5,3,2,0,0,0,64,12,6,2,1,4,0,2,1,1,1,2,0,4,1,1,1,1,1,2,2,1,1,0,4,0,1,80,2,0,2,1,2,2,5,1,0,1,2,35,6,55,77,50,7,22,0,0,54,9,34,27,3,17,20,14,6,24,6,28,6,3,0,165,94,11,105,16,36,29,61,16,2,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_05+7일,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,70,1,48,39,13,6,3,6,4,6,0,4,32,2,1,35,16,2,0,2,0,1,1,0,0,1,13,2,1,2,5,0,2,0,1,0,8,23,22,5,7,3,1,2,2,0,5,2,1,1,7,1,1,1,1,2,1,2,3,3,1,6,8,1,7,8,0,0,3,18,0,1,0,0,1,3,4,0,0,0,79,4,18,5,2,1,15,0,1,0,0,2,5,14,4,1,1,1,1,0,1,0,0,0,0,1,1,0,3,6,6,4,1,0,4,10,2,3,2,2,28,30,61,1,61,27,30,0,0,114,61,79,44,22,2,44,41,1,44,8,78,51,17,0,297,159,53,214,20,64,92,108,22,6,71,46,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_06+1일,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,5,9,3,2,0,0,5,60,3,3,48,37,3,0,3,0,8,0,9,0,5,34,0,17,2,5,0,3,2,2,0,34,21,22,52,7,0,2,3,11,3,5,5,0,0,3,3,3,2,2,5,7,2,0,0,2,0,7,7,5,3,0,5,9,26,3,2,2,0,36,17,5,2,0,0,89,0,45,16,8,3,16,2,7,2,3,3,7,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,7,0,3,13,0,2,9,7,116,117,0,0,79,69,56,0,5,273,258,158,107,57,2,76,107,5,58,23,108,151,48,0,439,351,78,290,49,129,98,296,67,7,105,110,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_06+2일,19,0,5,6,1,0,15,0,3,1,0,1,0,0,0,0,11,1,3,26,15,4,0,3,0,51,0,0,14,7,4,2,1,0,0,2,46,8,2,34,23,2,0,1,0,2,1,3,0,5,26,0,15,1,4,0,1,1,1,0,24,15,14,31,9,4,1,1,6,1,3,5,0,0,2,1,1,1,3,5,2,1,0,0,1,0,3,5,5,4,0,2,6,17,1,1,6,0,28,26,5,1,0,0,24,189,67,8,4,8,4,1,3,1,1,2,2,1,6,2,0,185,1,0,1,0,0,0,1,18,0,0,0,5,1,4,2,0,2,8,0,1,6,4,88,62,0,0,81,62,45,0,7,203,115,116,86,49,75,72,81,5,51,28,91,80,31,0,444,280,106,243,42,91,77,213,59,15,88,85,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_06+3일,0,0,2,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,4,85,1,0,85,13,3,8,3,0,0,0,0,13,6,0,9,23,0,0,42,0,3,0,2,0,2,16,1,4,1,1,1,0,0,0,0,12,54,4,5,25,2,0,0,4,0,0,2,0,0,9,0,0,0,0,5,1,0,9,0,0,0,3,1,4,1,86,2,2,4,0,2,0,0,7,9,2,0,3,0,1,36,19,1,2,0,3,0,3,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,4,1,0,0,1,2,3,3,0,2,4,2,1,3,4,51,17,81,145,50,43,35,0,1,129,45,87,53,18,10,30,43,5,32,17,55,24,16,0,305,180,54,222,32,60,45,133,33,7,88,63,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_06+4일,0,0,8,2,0,4,2,0,3,3,0,0,0,0,0,0,12,0,0,26,9,0,0,0,3,0,0,13,3,1,1,2,3,3,0,1,24,4,5,20,6,1,0,0,0,4,0,2,1,2,22,0,3,1,3,2,3,4,2,0,5,3,2,14,2,0,0,0,4,1,3,2,0,0,3,0,2,1,2,1,2,0,2,0,1,6,3,2,2,2,37,0,3,2,0,0,0,0,13,3,2,0,0,0,0,66,19,1,0,2,0,0,0,0,0,1,2,0,1,1,1,5,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,3,3,4,0,0,0,0,34,20,74,3,63,42,30,0,4,143,119,69,48,19,4,40,47,5,29,14,62,74,20,0,287,190,47,183,16,49,37,110,20,3,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_06+5일,7,0,3,4,0,1,0,0,2,1,0,0,0,0,0,0,1,2,0,1,1,0,1,2,3,29,0,68,4,3,2,1,3,2,0,2,25,4,2,14,6,3,0,0,0,1,1,4,0,7,14,1,4,0,1,0,1,0,1,0,15,2,3,14,4,1,0,2,1,0,1,2,1,1,3,0,0,2,1,5,1,0,5,1,2,1,2,1,3,2,24,0,1,7,0,1,0,0,21,3,0,1,1,0,1,55,25,1,0,1,4,0,0,0,0,1,0,0,1,2,1,70,0,1,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46,34,6,18,59,39,42,0,5,150,94,73,53,20,0,60,51,6,38,21,56,57,16,0,346,211,64,205,23,69,45,138,32,5,89,64,0,0,0,0,0,0,0,0,0,0,0,0,0
