영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원","느티나무 셀프BBQ_본삼겹 (단품,실내)",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈야채세트,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면 ,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드 ,라그로타_아메리카노,라그로타_알리오 에 올리오 ,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지 ,미라시아_브런치 4인 패키지 ,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,연회장_Cass Beer,연회장_Conference L1,연회장_Conference L2,연회장_Conference L3,연회장_Conference M1,연회장_Conference M8,연회장_Conference M9,연회장_Convention Hall,연회장_Cookie Platter,연회장_Grand Ballroom,연회장_OPUS 2,연회장_Regular Coffee,연회장_골뱅이무침,연회장_공깃밥,연회장_돈목살 김치찌개 (밥포함),연회장_로제 치즈떡볶이,연회장_마라샹궈,연회장_매콤 무뼈닭발&계란찜,연회장_모둠 돈육구이(3인),연회장_삼겹살추가 (200g),연회장_야채추가,연회장_왕갈비치킨,연회장_주먹밥 (2ea),카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜 ,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
TEST_02+7일,10,5,9,6,2,3,6,4,5,2,3,2,4,3,13,2,5,2,3,5,7,4,2,2,6,6,5,22,12,6,5,8,4,3,4,2,40,4,5,35,17,2,8,2,2,6,1,6,2,6,19,2,12,1,5,3,4,3,4,2,15,11,16,17,13,2,2,4,6,2,3,3,2,2,3,5,1,3,2,4,2,2,2,3,3,5,2,5,2,8,7,2,7,14,3,3,2,3,21,10,3,2,13,2,60,5,22,7,7,2,6,4,5,3,2,3,2,2,2,2,3,6,2,2,2,2,2,2,3,5,2,2,5,5,4,6,3,2,3,8,2,2,3,3,12,2,20,20,17,0,12,1,0,24,2,3,19,9,3,3,15,5,10,8,17,0,2,7,6,7,6,11,6,7,21,14,1,1,5,9,31,15,36,8,27,28,16,93,37,22,63,14,25
TEST_03+1일,9,0,9,5,1,2,4,2,3,1,2,1,3,2,13,1,2,1,2,2,5,2,1,1,5,6,4,14,13,5,4,8,3,2,3,2,37,3,4,33,19,2,8,2,1,6,1,6,1,5,20,2,12,1,4,2,3,2,3,2,15,11,17,17,13,2,1,3,5,1,2,2,1,1,2,4,1,2,1,3,1,2,1,2,2,4,1,4,2,8,7,2,6,13,2,3,1,2,32,9,2,2,12,1,70,8,28,6,6,2,5,3,4,2,2,2,4,1,2,2,2,4,1,1,1,1,1,1,1,2,1,1,3,4,3,4,3,1,2,7,1,1,2,2,13,0,18,24,19,0,12,0,0,32,0,2,25,9,3,1,15,5,10,7,17,0,0,6,20,21,10,26,8,12,28,23,4,3,11,14,100,70,114,64,91,97,80,228,66,53,93,36,56
TEST_03+2일,4,23,5,3,0,0,8,1,1,0,0,0,1,1,9,0,20,0,0,22,9,1,0,1,7,7,5,15,8,3,2,5,1,1,2,1,26,2,1,23,13,1,5,1,1,3,1,4,1,3,11,1,7,0,2,1,1,1,1,0,9,7,9,10,8,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,2,0,4,24,0,3,7,0,0,0,0,25,6,1,0,6,0,7,51,19,3,3,0,3,1,1,1,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,2,1,2,0,0,0,5,0,0,1,0,5,0,41,63,9,0,5,0,0,16,0,0,17,3,2,1,7,2,3,2,8,0,1,3,1,0,2,6,1,3,7,5,0,0,0,6,57,37,63,35,50,54,46,117,35,29,47,20,31
TEST_03+3일,6,28,6,4,1,2,9,2,2,1,2,1,2,2,11,1,23,1,2,28,10,2,1,2,8,8,7,22,10,4,4,7,2,2,3,2,29,3,3,27,15,2,7,2,2,4,2,4,2,5,14,2,8,1,3,2,3,2,3,1,10,8,11,12,9,2,1,2,4,1,1,2,2,1,2,4,1,1,1,2,1,2,1,2,2,3,1,3,2,5,31,1,4,8,1,1,1,1,28,7,1,1,8,1,11,59,21,4,4,1,4,2,2,1,2,1,3,1,2,1,1,4,1,1,1,1,1,1,1,3,1,1,4,3,2,3,0,2,2,6,1,1,2,2,8,1,46,65,14,0,7,0,0,24,3,6,21,5,4,2,10,3,5,3,12,0,2,5,13,14,9,19,6,9,19,16,4,2,9,14,84,56,107,49,75,81,66,211,58,48,90,29,49
TEST_03+4일,5,32,5,2,1,1,9,2,2,1,1,1,1,1,11,1,26,0,1,32,10,2,1,2,8,8,7,22,9,3,3,5,2,1,3,1,27,3,2,25,14,1,5,2,1,3,1,3,1,3,13,1,7,1,2,1,2,1,1,1,9,7,10,11,8,1,1,1,2,1,1,1,1,1,1,3,0,1,0,2,1,1,0,1,1,2,1,1,1,4,31,1,2,7,1,1,1,0,27,6,1,1,6,1,11,56,20,3,3,0,2,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,3,0,1,4,2,1,2,0,1,1,6,1,1,2,1,6,0,47,66,11,0,6,0,0,22,2,5,19,3,3,1,7,2,4,2,9,0,1,3,8,9,5,15,5,6,16,13,2,1,5,10,74,50,96,44,67,73,59,199,53,45,84,26,45
TEST_03+5일,10,22,10,6,1,2,10,3,3,1,2,1,2,2,17,2,17,1,2,21,12,3,1,2,6,7,6,19,15,6,5,10,3,2,4,2,37,4,5,36,24,2,11,2,2,7,1,7,2,7,24,3,14,2,6,2,4,3,4,2,17,14,18,20,15,2,1,3,6,1,2,2,2,1,2,6,1,2,2,3,2,2,2,2,3,4,1,5,2,10,17,2,7,14,2,3,2,2,35,11,2,2,13,2,44,23,31,6,6,3,7,4,4,2,2,2,5,2,2,2,3,5,1,1,1,1,1,1,1,2,0,1,4,5,3,5,0,2,2,7,1,1,2,2,15,3,22,39,21,0,15,4,0,45,5,7,30,11,4,2,20,4,14,9,21,3,2,7,35,37,15,34,14,16,30,36,11,7,16,20,106,72,131,64,92,100,83,254,69,59,106,36,60
TEST_03+6일,8,37,8,4,1,2,17,3,4,1,2,1,2,3,18,2,33,1,2,38,18,3,1,2,10,10,9,29,10,5,4,7,3,2,4,2,32,4,3,31,16,2,7,2,2,4,2,5,2,5,15,2,8,1,3,2,3,2,3,1,11,9,12,14,10,2,1,2,4,1,2,2,2,1,2,4,1,1,1,3,1,2,1,2,2,3,1,3,2,7,37,1,4,9,1,1,1,1,33,7,1,1,8,1,11,58,24,4,4,1,3,2,2,1,1,1,4,1,1,1,2,5,1,1,1,1,1,1,2,5,1,1,5,4,2,4,0,2,2,7,1,1,3,2,8,1,70,88,13,0,7,1,0,28,2,6,23,4,4,1,9,2,5,3,11,0,1,3,12,10,6,16,6,8,16,15,3,1,6,12,66,42,86,36,58,64,52,193,56,49,86,28,50
TEST_03+7일,10,6,9,6,2,2,6,3,4,2,2,2,3,3,13,2,6,2,3,8,7,3,2,1,6,6,6,26,13,6,5,9,3,2,3,2,43,4,5,40,19,2,9,2,2,6,1,6,1,6,21,2,12,1,5,2,4,3,4,2,16,12,17,19,13,2,2,3,5,2,2,2,2,2,2,4,1,2,1,3,2,2,1,3,2,4,2,4,2,8,12,2,7,14,2,3,2,2,28,10,2,2,13,2,66,10,26,7,7,2,6,4,4,2,2,2,3,2,2,2,3,5,1,1,1,1,1,1,2,4,1,1,5,5,3,5,3,2,3,8,2,2,3,3,14,0,26,28,20,0,12,1,0,31,1,3,26,8,3,1,16,4,10,6,17,0,0,6,16,18,9,21,8,11,27,24,4,2,11,15,93,64,108,53,85,90,73,238,66,56,91,31,58
TEST_04+1일,9,2,9,5,1,1,3,2,3,1,1,1,2,2,12,1,3,1,2,3,4,2,1,1,5,6,5,17,13,5,5,9,3,1,3,1,42,3,4,38,20,1,9,2,1,6,1,6,1,6,22,2,13,1,5,1,3,2,3,1,16,12,18,19,13,1,1,3,5,1,1,2,1,1,2,4,1,1,1,2,1,1,1,2,2,3,1,4,1,8,10,2,7,13,2,2,1,1,38,10,2,1,13,1,72,15,30,6,6,1,5,3,4,2,2,1,3,1,2,2,2,4,0,0,0,0,0,0,1,2,0,0,3,4,2,4,0,1,2,7,1,1,2,2,15,1,16,22,23,0,13,0,0,37,1,5,28,9,3,1,17,4,11,7,19,0,0,7,24,26,15,31,11,16,34,33,7,4,17,19,142,95,160,89,129,134,114,297,103,88,129,46,92
TEST_04+2일,5,24,5,2,0,0,7,1,1,0,0,0,0,0,8,0,19,0,0,24,8,0,0,1,6,7,5,18,8,3,2,5,1,0,2,1,30,2,1,26,13,1,5,1,0,3,1,3,1,3,12,1,7,0,2,0,1,1,1,0,9,7,10,11,8,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,4,28,0,3,7,0,0,0,0,30,6,0,0,6,0,11,57,21,2,2,0,2,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,2,1,2,0,0,0,5,0,0,0,0,7,0,40,63,11,0,5,0,0,20,0,0,20,3,2,0,9,1,3,1,10,0,0,2,0,1,5,7,5,6,10,8,1,0,2,8,107,61,124,60,91,97,83,225,72,63,80,27,65
TEST_04+3일,6,29,5,3,1,1,9,2,2,1,1,1,1,1,10,1,23,1,1,30,9,2,1,2,7,8,6,22,9,4,3,6,2,1,3,2,31,3,2,26,14,1,5,2,1,3,1,3,1,4,13,2,7,1,3,1,2,1,2,1,9,7,10,11,8,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,2,1,4,31,1,3,7,1,1,1,1,30,6,1,1,6,1,12,59,20,3,3,1,3,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,4,2,1,3,0,1,1,6,1,1,1,1,7,0,56,80,14,0,5,0,0,22,2,4,22,2,3,1,10,2,3,1,11,0,1,3,6,8,8,11,6,9,13,12,3,1,4,12,112,66,127,64,95,101,87,243,79,71,96,33,72
TEST_04+4일,6,33,5,3,1,1,10,2,3,1,1,1,1,2,11,1,27,1,2,34,10,2,1,2,8,8,7,23,9,4,3,6,2,2,3,2,31,3,3,27,14,2,5,2,1,3,2,3,2,4,13,2,7,1,2,2,2,2,2,1,9,7,10,11,8,1,1,1,3,1,1,2,1,1,2,3,1,1,1,2,1,1,1,1,2,2,1,2,1,4,33,1,3,7,1,1,1,1,30,6,1,1,6,1,12,59,20,3,3,1,3,2,2,1,1,1,3,1,1,1,2,4,1,1,1,1,1,1,1,3,1,1,4,3,2,3,0,1,2,6,1,1,2,2,7,0,57,82,14,0,5,0,0,22,3,5,22,3,3,1,10,2,3,1,11,0,2,3,6,8,8,11,6,9,12,11,2,1,4,12,110,66,125,62,95,100,85,243,78,70,95,33,72
TEST_04+5일,8,48,7,4,1,2,17,3,4,1,2,1,2,3,19,1,40,1,2,48,19,3,1,2,10,10,9,29,10,4,3,7,3,2,4,2,33,4,3,29,16,2,6,2,2,4,2,4,2,4,14,2,7,1,3,2,3,2,2,2,10,7,11,13,8,2,1,2,3,1,2,2,2,1,2,4,1,2,1,3,1,2,1,2,2,3,1,3,2,5,39,1,3,7,1,1,1,1,32,7,1,1,7,1,11,63,21,4,4,1,3,2,2,1,1,1,3,2,2,1,2,5,1,1,1,1,1,1,2,5,1,1,5,4,2,4,0,1,2,7,1,1,3,2,8,1,67,93,14,0,6,1,0,25,4,5,24,3,4,2,11,2,4,2,12,0,2,3,9,10,9,13,6,10,14,14,2,1,5,13,111,67,128,62,97,102,86,249,81,73,101,34,75
TEST_04+6일,9,43,8,4,2,2,19,3,4,2,2,2,2,3,20,2,38,2,2,45,20,3,2,2,10,11,9,30,11,5,4,7,3,2,4,2,37,4,4,34,17,2,7,2,2,4,2,5,2,5,16,2,9,2,3,2,3,2,3,2,12,9,13,14,10,2,2,2,4,2,2,2,2,2,2,4,1,2,2,3,2,2,2,2,2,3,2,3,2,7,39,2,4,9,2,1,2,1,36,8,2,2,8,2,13,64,24,4,4,2,3,2,2,2,2,1,4,2,2,2,2,6,2,2,2,2,2,2,2,5,1,2,6,4,2,4,1,2,3,8,2,2,3,2,9,1,78,96,17,0,8,1,0,29,4,7,26,4,5,2,13,3,6,4,14,0,3,4,13,12,9,17,7,11,15,18,2,1,7,14,111,67,129,59,97,102,86,253,81,74,105,38,76
TEST_04+7일,10,9,9,5,2,2,7,3,4,2,2,2,3,3,14,2,9,2,3,11,8,3,2,1,6,7,6,27,14,6,5,9,3,2,3,2,47,3,4,42,20,2,9,2,2,6,1,6,1,6,21,2,13,1,5,2,4,2,3,2,16,12,18,19,14,2,2,3,5,2,2,2,1,2,2,4,1,2,1,3,2,2,1,2,2,4,2,4,2,9,13,2,6,14,2,2,2,2,30,10,2,2,13,2,66,16,26,7,7,2,5,4,4,2,2,2,3,2,2,2,3,5,1,1,1,1,1,1,2,4,1,1,5,5,3,5,3,1,3,8,1,1,3,3,13,1,28,30,21,0,12,1,0,33,2,3,27,8,4,1,17,4,9,6,18,0,1,7,19,23,14,30,9,16,33,34,3,2,13,19,130,82,145,72,116,120,99,287,90,79,113,40,82
TEST_05+1일,5,0,4,2,1,1,0,1,1,1,1,1,2,0,9,1,1,1,1,2,0,1,1,1,3,3,2,12,7,3,2,4,1,1,2,1,32,2,3,28,13,1,4,1,1,2,1,3,1,3,15,0,7,0,1,1,2,0,2,1,10,7,11,12,8,1,1,2,2,1,1,1,1,1,1,2,0,1,0,1,1,0,0,1,0,2,1,1,1,4,5,1,4,9,1,2,1,1,25,6,1,1,8,1,65,10,22,4,4,0,3,2,3,1,2,1,2,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,3,2,2,2,1,1,1,4,1,1,1,1,32,29,15,15,42,17,26,24,0,78,36,37,43,14,5,19,35,0,22,10,36,24,5,0,287,294,55,306,38,50,126,229,25,9,84,66,10,7,11,0,10,8,4,37,18,11,30,4,14
TEST_05+2일,2,23,1,0,0,1,6,1,1,0,1,0,0,1,8,0,19,0,0,20,7,1,0,2,5,5,4,14,3,2,1,2,1,1,2,1,17,2,2,13,8,1,2,1,1,1,1,1,1,2,7,0,3,0,0,1,1,0,1,1,5,2,5,5,4,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,18,1,2,5,1,1,1,1,16,3,1,1,3,1,4,46,15,2,2,0,2,1,1,1,1,1,2,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,1,0,3,0,0,1,0,12,10,23,39,18,3,12,8,0,47,10,10,24,5,1,14,14,0,9,3,16,7,0,0,105,116,1,122,0,0,13,69,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_05+3일,3,25,2,1,1,1,7,2,1,1,1,1,1,1,8,1,21,1,1,23,7,2,1,2,6,6,5,17,4,3,2,2,1,2,3,2,16,3,2,11,8,1,2,2,1,1,2,1,2,3,7,1,2,1,0,1,1,1,1,1,5,2,5,5,3,1,1,1,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,21,1,2,4,2,1,1,1,14,3,2,1,3,1,5,45,14,3,3,1,2,1,1,2,2,1,2,1,2,1,1,4,1,1,1,1,1,1,1,2,1,1,3,2,1,2,0,2,1,3,1,1,1,1,12,11,30,44,18,5,11,9,0,45,11,12,23,5,2,14,12,0,9,3,14,7,0,0,98,114,2,127,1,1,14,70,0,0,5,7,0,0,1,0,0,0,0,8,6,3,12,0,4
TEST_05+4일,3,26,2,1,1,1,7,2,2,1,1,1,1,2,9,1,21,1,1,24,8,2,1,2,6,6,5,18,4,2,2,2,2,1,2,2,17,3,2,12,9,1,2,2,1,1,2,2,2,2,8,1,3,1,1,1,1,1,1,1,5,3,6,6,4,1,1,1,1,1,1,1,2,1,1,2,0,1,1,1,1,0,1,1,1,1,1,0,1,1,22,1,2,4,1,1,1,1,14,3,1,1,3,1,4,45,14,2,2,1,2,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,4,2,1,2,0,2,1,3,1,1,2,1,12,10,32,47,17,4,12,9,0,41,12,13,21,5,2,14,13,0,9,4,15,8,0,0,68,75,0,85,0,0,0,33,0,0,0,1,0,1,2,0,0,0,0,12,7,3,12,0,4
TEST_05+5일,5,41,4,1,1,1,17,3,3,1,1,1,1,2,17,1,35,1,1,39,18,2,1,2,7,7,6,22,5,2,2,2,2,1,3,1,17,3,2,14,10,1,2,1,1,1,2,2,2,3,9,1,3,1,0,1,1,1,1,1,5,3,6,6,4,1,1,1,1,1,1,2,1,1,2,2,0,1,1,2,1,1,1,1,1,2,1,1,1,2,26,1,2,4,1,1,1,1,16,3,1,1,3,1,2,47,14,2,2,0,2,1,1,1,2,1,2,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,4,2,1,2,0,1,2,4,1,1,2,1,12,10,41,55,17,4,11,9,0,41,11,12,22,5,2,14,13,0,9,4,15,7,0,0,93,99,0,116,0,0,13,58,0,0,10,2,0,0,1,0,0,0,0,12,8,5,14,1,6
TEST_05+6일,6,34,5,2,1,1,17,3,3,1,1,1,1,2,17,1,32,1,1,34,18,2,1,2,8,8,7,24,6,3,2,4,2,1,3,2,23,3,3,21,11,1,3,2,1,3,2,3,2,3,11,1,5,1,1,1,2,1,2,1,8,5,8,9,6,1,1,1,2,1,1,2,2,1,2,3,1,1,1,2,1,1,1,1,1,2,1,2,1,4,27,1,3,6,1,1,1,1,22,4,1,1,5,1,6,46,18,3,3,1,3,2,2,1,2,1,3,1,1,1,2,5,1,1,1,1,1,1,1,4,1,1,5,3,2,3,0,2,2,5,1,1,2,1,15,11,50,58,21,4,14,10,0,44,13,14,25,7,3,15,17,0,11,5,19,8,0,0,122,117,5,144,4,6,18,78,0,0,17,11,4,5,6,0,4,3,2,25,13,9,22,5,10
TEST_05+7일,5,2,4,3,1,1,1,1,2,1,1,1,2,1,8,1,3,1,1,4,2,1,1,1,3,3,3,21,7,4,3,4,2,1,2,1,34,2,3,31,14,1,5,1,1,3,1,4,1,4,15,1,7,0,2,1,2,1,2,1,11,7,12,12,8,1,1,2,3,1,1,1,1,1,1,2,0,1,0,2,1,1,0,1,0,2,1,2,1,4,8,2,5,10,2,2,1,2,19,6,2,1,9,1,61,5,20,5,5,1,4,3,3,2,2,2,2,1,2,1,2,3,0,0,0,0,0,0,1,2,0,0,3,2,2,3,1,1,2,4,1,1,1,1,35,30,19,14,40,18,27,27,1,62,40,40,41,14,5,21,37,0,22,10,40,24,5,0,156,156,16,140,11,17,40,112,0,0,45,23,7,6,6,0,8,5,3,24,17,11,23,5,13
TEST_06+1일,4,0,6,6,1,2,2,2,2,1,2,1,2,1,7,1,1,1,2,0,2,2,1,1,3,3,2,13,9,4,3,8,2,2,2,2,36,2,5,37,17,2,7,2,2,6,1,6,1,4,27,2,12,2,5,2,3,3,3,2,15,9,18,20,11,2,2,3,6,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,3,3,2,4,2,7,5,1,7,12,2,1,1,2,27,6,2,1,10,1,58,7,29,4,4,2,6,2,3,2,1,2,5,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,2,4,4,1,2,5,1,1,2,2,87,97,18,0,104,72,76,88,15,150,120,122,100,49,22,56,96,15,70,40,100,85,35,12,455,447,129,365,93,131,161,321,60,16,173,143,2,0,1,0,0,0,0,0,4,0,4,0,0
TEST_06+2일,3,9,6,5,1,1,4,2,1,1,1,1,1,1,6,2,9,1,1,11,4,1,1,2,5,4,3,11,7,3,3,6,1,2,2,2,26,2,4,27,12,2,6,2,2,5,2,5,2,4,19,2,8,2,5,2,2,2,2,2,10,7,12,14,8,2,2,3,5,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,4,2,6,16,2,6,10,2,1,2,2,24,6,2,1,7,1,5,53,23,4,4,2,6,2,3,2,2,2,4,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,3,2,1,2,0,1,2,3,1,1,2,1,63,57,16,5,77,48,57,44,11,128,69,69,75,36,15,47,72,12,52,30,73,50,19,12,349,302,71,254,47,74,79,194,29,5,104,75,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_06+3일,3,9,4,4,1,1,4,1,1,1,1,1,1,1,6,1,10,1,1,12,4,1,1,2,5,4,3,13,6,2,2,5,1,1,2,2,24,2,3,24,11,1,5,2,1,4,2,4,2,3,17,1,6,1,3,1,1,1,1,1,9,5,11,12,7,2,1,2,4,1,1,1,2,1,1,3,1,1,2,1,1,2,2,1,2,2,1,3,2,4,17,1,4,8,1,1,1,1,21,5,1,1,6,1,6,51,22,3,3,1,5,1,2,1,2,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1,1,3,1,1,1,1,55,51,17,8,70,42,49,50,4,121,63,62,68,29,10,41,63,6,44,23,64,44,13,6,371,322,62,243,39,64,73,188,22,0,97,67,2,0,0,0,0,0,0,0,2,0,0,0,0
TEST_06+4일,3,9,4,4,1,1,5,2,2,1,1,1,1,2,7,2,11,1,1,13,5,2,1,2,6,5,4,15,6,3,2,5,2,2,2,2,25,2,3,24,11,2,5,2,2,4,2,4,2,3,18,1,7,2,3,2,2,2,1,1,9,5,11,12,7,2,2,2,4,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,18,1,4,8,1,1,1,1,21,5,1,1,6,1,5,51,21,3,3,1,5,1,2,1,2,1,5,2,2,1,2,4,1,1,1,1,1,1,1,2,1,1,3,2,2,2,1,2,2,3,1,1,2,1,55,51,17,8,70,42,49,50,5,122,64,63,68,29,11,41,62,6,44,22,64,44,13,6,376,331,65,255,46,68,77,193,28,3,98,71,0,0,0,0,0,0,0,1,1,0,0,0,0
TEST_06+5일,4,16,5,4,1,2,10,2,3,2,2,1,2,2,12,2,20,1,2,22,11,2,1,2,8,7,6,18,7,3,3,5,2,2,3,2,26,3,4,26,12,2,5,2,2,4,2,4,2,4,18,2,6,2,3,2,2,2,2,2,9,5,11,12,7,2,2,2,5,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,3,2,2,4,2,4,22,2,4,7,2,2,2,1,22,5,2,2,6,2,5,55,22,3,3,2,5,2,2,2,2,2,6,2,2,2,2,5,1,1,1,1,2,1,1,3,1,1,4,3,2,3,1,2,2,4,2,2,2,2,55,50,22,14,70,42,48,51,5,123,65,64,68,29,12,41,63,6,43,22,65,44,13,6,389,346,70,275,50,73,91,213,31,4,111,77,0,0,0,0,0,0,0,0,1,0,1,0,0
